PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,Label1,label 2,Label3,label 4
-6.636369902,-7.838645418,2.184571965,-0.287338955,-2.16563028,5.06118169,-7.310818932,-7.167069979,-1.935110615,2.657941016,0.746918619,1.352713814,2.504019432,1.898620608,1.211848943,-0.366568811,2.836686322,1.04879254,-1.231544996,-1.376025176,-1.161914719,0.017406156,0.99806336,-0.5924989,0.421308155,11,2,1,2
-6.911434411,-7.452291451,2.387782554,0.322284541,0.53737248,-0.223951247,-1.557882611,-1.242261433,-2.065908112,2.12332696,-2.411736018,0.318541479,1.325693251,-0.261361709,1.019221117,-1.609061024,1.433182261,1.20709483,-1.323485007,-0.359987562,1.034021603,-0.162721545,-0.356282235,0.367047682,0.226280321,11,2,2,2
3.372403836,2.414596677,-0.310216746,-0.043646517,-1.895544599,-2.070771007,-2.526279595,-0.08982739,-0.011109874,-4.955667919,2.895972614,0.787387795,-0.535924256,-1.618174647,-1.843099425,0.317114865,-0.859333109,-0.58390878,2.008249447,0.579008041,-0.461903126,1.191688518,-0.257753068,0.131131535,-0.451115475,11,2,3,2
5.358221665,1.911288217,-1.289716698,0.627489182,-1.017979364,-1.829873629,-3.897476378,-3.82919613,-2.866008597,-0.372761371,-0.329834849,-0.523567458,3.187642647,-0.766138117,-1.079652913,1.85819569,1.341421173,-0.893926236,2.140201575,-0.23476997,-0.744172478,0.809241811,0.949054464,-0.58972949,-1.539315264,11,2,4,2
4.70496715,1.632496432,-7.182545332,-3.99147875,-1.916267991,-6.671510422,-0.53396967,-3.729196914,2.872464387,0.179569073,6.094416255,-1.614391354,3.608944182,-0.690437117,0.030896308,-1.123446956,-1.491199969,-1.798387436,-0.257653914,-0.196281929,-1.084778118,-1.099711688,-1.116054124,-0.61222473,-0.804198115,11,2,5,2
2.019096299,-11.82311091,0.37729115,-0.719898105,-1.396190009,2.856704446,0.357901374,1.153429996,-1.38131692,2.782549114,-2.843549274,-0.791795905,2.21561938,-1.67093272,0.190958419,-0.373232326,0.039809787,0.09652008,1.930476476,0.307772746,-1.151881465,0.274605243,-0.148759881,-0.010596205,0.210629711,11,3,1,2
2.646858434,-10.41864852,1.724452064,0.15227951,0.544528352,2.517737849,1.305893117,1.928431808,0.919079349,2.859362742,-2.180470106,-1.063119229,-1.147084322,-1.580237548,1.504202104,-2.195667063,0.49023563,-0.692317937,1.320848339,-0.130725797,-0.865653703,-0.273488825,-0.573605779,0.848030658,0.035718745,11,3,2,2
2.2304947,-12.65063005,-11.36338042,-0.731638776,-1.305339629,-2.026306063,-2.438230022,2.204006907,2.721122229,2.455857366,-1.674961723,-1.872052787,-1.092516474,0.308699374,-0.22066789,0.680558023,0.333867435,-1.391640806,1.190980055,0.118513987,0.017610157,-0.691989024,0.555301465,-0.478259696,0.683866404,11,3,3,2
2.81228554,-14.30672951,-8.655377337,1.868001525,0.477283065,0.667021267,-3.252169436,4.646001279,2.754373799,3.426959151,-2.70423462,-1.390572828,-1.978114163,-0.100883576,-1.374637223,2.377079985,1.006677332,-1.306049485,0.771513962,-0.373845676,0.630843177,0.437807098,-0.739173965,0.585969611,0.336385783,11,3,4,2
3.765612258,-13.1480106,-8.615352339,0.000179279,-0.420589679,-0.340021783,-1.969809755,3.946193516,2.32612831,2.405679593,-2.012413778,-1.647094951,-0.647252877,-0.0504854,-0.099643812,0.99496286,0.757106418,-1.761327978,0.834054753,0.354988216,-0.568676065,-0.710280729,-0.277185362,-0.144841719,0.649595797,11,3,5,2
-2.689950022,6.186582171,0.276326445,1.937037629,-0.274015626,-1.676207163,-4.61111803,-2.043906135,-2.982879587,-2.412154896,1.459991857,0.962856339,1.627019817,0.836810547,-0.201817705,-0.71606063,1.77040732,-1.660054507,-0.45977617,-1.716020816,1.186490751,-1.194563871,-0.855311756,1.165132495,-0.39273935,11,4,1,2
-5.30309164,4.199636275,1.770011847,1.363827946,-2.110546978,3.011400247,-7.649915166,-4.077701688,-1.372138669,-3.298836239,4.141714893,1.694597645,1.274538703,3.248331009,0.579634695,-0.465224566,1.829429779,-1.040597016,0.090937207,-0.631369285,-0.483670778,-0.766109705,0.876376534,0.339930753,-0.237113081,11,4,2,2
-0.354264486,2.91004561,-11.97268038,-4.765462432,-1.802630694,-9.510718329,-2.902892376,-2.92242963,5.243373184,0.872138727,8.744281853,-1.769098847,3.795256958,-0.515065365,-1.478483916,-2.177815344,-1.801195308,-0.619095251,-0.141897442,-0.377650841,-1.093899366,0.708992948,-0.041298264,1.450484006,-0.019915941,11,4,3,2
-1.998872899,1.880092651,-7.463864818,0.111115461,0.500003788,-6.15801637,-3.682105131,-1.588901541,2.519784588,-1.780651255,3.781574909,0.833657364,1.176295391,1.200117506,-0.48226743,-1.184387002,0.206302731,-0.847339991,0.09133516,0.459062606,-0.368911164,0.525662363,0.619523424,0.437149585,-0.007250334,11,4,4,2
2.426473237,3.518986824,-1.460364588,1.634207341,-1.091041951,-0.577839514,-6.775363748,-3.361235693,-1.383503864,-2.392899712,1.585905384,1.55864561,0.541108003,1.408895588,-0.676241624,0.854842506,1.74519071,-2.203638355,1.172245462,0.335515214,-1.494937526,0.706133668,0.486578029,-0.136049935,-0.468554926,11,4,5,2
-4.442734711,3.887026928,-1.722463355,-0.704426607,-5.264818264,6.201235593,-0.199287274,2.476833738,0.011551895,-2.452082851,-0.897729834,-3.442346192,0.101090861,-1.655196272,-0.830005546,-0.560046091,-1.443184166,0.344188472,2.288465318,-1.171889141,-0.959352585,0.856073417,-0.074777415,0.806900702,-0.804611417,13,1,1,2
-4.382863966,4.661267372,-2.677011939,-1.496749219,-5.419165067,4.933980219,1.94915431,1.308067896,-0.484128205,-1.751258483,-0.728619889,-3.230429672,-0.609946576,-0.026471445,-0.24036168,-0.021851231,-2.320350159,-1.883154448,0.887230237,0.383243696,-0.06695427,-0.951617301,0.240385776,-0.232123202,0.05342029,13,1,2,2
-2.831809527,5.695165487,-8.657440033,-11.14625119,12.69628603,8.831016458,7.34594878,0.256942566,-1.990376681,0.987109245,1.390901461,-1.823496899,-0.77388915,0.598188154,-4.445390043,-1.0889948,1.388622883,-1.056577464,0.486134277,0.85042029,-0.040034609,-0.766754723,-0.395294681,-1.006138348,-0.31060677,13,1,3,2
-7.351212791,1.398280054,1.617528705,0.701102916,-6.610472702,12.5496015,-3.591374817,4.171955918,1.494639264,-5.588330567,5.052320759,-1.001806675,-0.320446223,3.482379867,0.184585564,0.435794414,-1.61198692,-0.613668632,0.751481156,0.809940439,-0.178829722,0.451773963,-0.692081525,-0.115316012,-0.521582389,13,1,4,2
-6.621425385,1.028434549,0.652906503,0.824745284,-5.442972503,11.42723182,-4.047004666,2.250217606,0.437398378,-2.940611159,3.010178071,-1.333829469,-0.306574188,2.813220259,0.968513477,0.124999994,-0.949742944,-1.339123233,0.676178069,0.329361457,-0.333827623,0.494450278,0.009769804,-0.212088393,-0.459691478,13,1,5,2
5.223054899,18.77970109,3.149802819,2.968006311,-1.899426878,1.377792381,2.836591372,-3.42685769,5.764990763,-3.99152432,1.796711466,-1.761845846,-1.225390309,0.983614476,2.087390793,-1.22558668,2.34304981,-1.469456097,-2.398799551,1.263666112,-0.669180029,-0.158432907,0.659674811,-1.775139162,0.125840764,13,2,1,2
5.342467066,19.18736286,6.188067092,6.299269126,1.115564738,2.308412734,-0.524736364,-3.355016089,3.879344822,-2.293253528,-0.060973178,-3.546002419,0.751593777,-0.289105207,-0.999218894,0.047665897,0.142647847,-0.458833194,-0.842553366,0.752567421,-0.260327764,2.548309566,0.805947449,-1.921406986,-0.749015651,13,2,2,2
10.25255538,20.11730552,-2.939268656,-19.55461886,6.510101454,0.929572651,-4.999628241,1.157796433,1.944968467,-3.44624694,-2.999169684,1.795887583,2.086104819,-1.942757028,7.09829668,2.559903915,-2.478798299,0.108204724,-1.228567361,-1.058471236,-0.500466126,0.832423196,-0.341134477,1.823339987,0.126933569,13,2,3,2
10.27392751,19.41248962,-2.042759578,-17.95593057,5.680348901,1.344368921,-5.3972946,1.504077136,2.616417903,-3.202524982,-3.731373959,1.717056986,2.78280105,-2.147839356,7.791700929,3.326280382,-2.826811625,-0.698597342,-1.749807138,0.495884223,-1.565611546,-0.04751335,1.073354745,1.794452842,0.083182691,13,2,4,2
9.820506784,17.59860172,-3.973870202,-10.25076788,3.003896495,1.883542413,-2.142092401,0.676805869,-0.330537927,-3.798193781,2.840900729,0.85024746,-0.020852744,-0.102414882,1.909770376,-0.313170479,1.045385962,0.228054022,-0.717739838,-1.06564633,1.409577707,-0.241968784,0.196119099,0.0895964,-0.197056833,13,2,5,2
-11.69891191,1.761328316,-3.487362867,-2.145763145,-5.578471028,1.828360774,-0.195197708,-2.608635036,-3.236086799,-1.54817993,-4.041945684,0.503640671,1.236608992,-2.824721326,-3.243531287,1.626791326,-2.844334227,-1.326895661,0.241615243,0.511306429,-0.822611114,-0.599237141,1.963760536,-1.204215904,-0.036603593,13,3,1,2
-11.4003658,3.12935454,0.475308474,-1.22602675,-4.411421326,4.984194874,1.660519695,-2.272141847,4.286319032,-0.705575838,0.607348545,-0.119250464,-2.110113656,0.527851937,2.490429683,-0.545432487,3.527570224,-0.923959854,0.374797205,-0.007594677,-1.261635555,-0.255496749,0.357968149,2.1873215,-1.164460596,13,3,2,2
-6.538353068,7.599486569,-6.795439768,-18.29228231,15.06155169,5.338179173,2.210467386,0.056080938,-0.798635328,-0.029195511,0.192543951,0.58765691,-0.2761106,0.235273113,-1.843326837,-0.32869199,1.028605846,-0.586016127,-0.254636996,0.665000782,0.227966387,-0.243722133,-0.552652772,-0.919623074,0.000602292,13,3,3,2
-6.63642258,7.174444336,-6.795756433,-18.61092727,14.21615883,5.353949228,2.500252763,-0.288584636,-1.497815931,-0.018993492,0.428012943,0.446999028,-0.686648193,0.889321717,-1.576369187,-0.479442843,0.803702874,0.474042901,0.87344237,-0.182105929,0.490540813,0.451477943,0.261794071,-0.475361241,0.246799091,13,3,4,2
-5.908347531,6.795550029,-4.349880278,-13.49615932,10.94875884,4.474315042,2.056317002,0.156657795,-1.07594248,0.184479456,-0.029730804,0.033249357,-0.899358891,0.603526978,-0.90036224,0.326717715,0.560370429,0.054824031,0.838507071,-0.539915602,0.565940706,0.677462953,0.536021848,-0.401320937,0.413562376,13,3,5,2
-7.358356879,3.539133179,-2.509051805,-3.099132654,-5.952060649,-2.062017924,-0.011750989,-4.395481289,-2.18368535,-5.301842514,-1.950893743,4.930316462,-0.047899773,-2.478697892,-4.091055334,1.0163893,-0.534642962,-2.136074765,-2.243662005,-0.026122622,-0.037322544,-0.794083538,-0.102518587,-0.206365954,1.333385367,13,4,1,2
-8.706833451,3.15535474,5.237351205,-1.44996495,-2.94202827,-2.201074004,4.602276029,-7.883307037,7.531055072,-1.00456676,-0.048722058,1.010321355,-1.41203901,3.341120146,0.766167909,3.182857914,1.990040365,-0.312468958,-0.579776844,0.513843057,0.551591762,-0.838882082,-1.239874091,-0.457247092,-0.272858044,13,4,2,2
-4.450805424,6.942312117,-1.099205913,-19.70951825,11.99014569,-0.071004852,-2.272708066,-0.504376639,0.766612677,-0.192244404,-1.601641314,3.311620236,1.013144016,0.990185961,1.496884263,1.436935388,-0.872488759,0.686103654,1.13669351,0.544683554,-1.154033681,-0.543431026,0.527674342,-0.66021512,0.30155766,13,4,3,2
-5.456236608,1.080363088,1.25304494,0.241557778,-3.645917891,0.471125785,-1.741518816,-0.797979608,2.465779021,-4.895928973,4.317370906,2.393016578,-1.903771269,0.263329709,-0.904441916,3.745896837,-0.317508735,0.293505237,0.009510285,-0.877046433,0.350510154,-0.770184626,-0.181873414,-0.900861226,0.629339296,13,4,4,2
-2.848334214,5.289832085,-1.01835829,-14.30183528,9.968115439,0.497823201,-1.953755651,-0.373568742,-0.007467851,-1.27397919,-1.550528716,3.130858078,0.813548435,-0.107267149,2.414663734,2.347950116,-0.479822961,0.492883186,0.228807798,-1.062068488,0.398251811,0.737553392,-0.648913346,0.286481777,0.595938018,13,4,5,2
-7.367315748,2.1050632,3.637907899,-1.295442894,-4.103063202,2.580069734,6.446504052,-3.784213299,5.938997865,-1.22281383,-2.931561818,-0.939253026,-0.256734967,0.126746776,0.279045063,-0.114583478,1.130652431,-0.781890234,0.076281234,-0.037816198,0.497106482,-0.210238879,-0.443488198,0.949529051,0.426412933,13,5,1,2
-8.159537563,1.206689599,-1.543835611,-2.903606766,-7.111275219,4.878439392,2.162123257,-1.672944589,1.370338056,-4.119957374,-1.070479297,0.982150032,-1.008177449,-0.770291079,-1.453018574,-0.442326958,-0.474685721,-0.732249504,-0.240755623,-0.834884277,0.507876196,-0.354198522,0.427267723,1.692251931,-0.28613658,13,5,2,2
-4.85102211,0.819751201,-0.986888239,-1.859192041,-5.24107639,5.031166475,-1.312026532,-1.741794319,1.107690404,-2.265853209,1.271801853,-1.362732976,-1.059973541,0.489405576,-1.439828896,3.09995893,-1.833274288,-0.629238951,0.287095603,-0.979523486,0.390849645,-0.254068472,0.377098038,-0.404484683,-0.76842377,13,5,3,2
-5.708417464,3.369707236,-7.920971854,-14.83548059,14.80459977,7.060099497,4.938438829,-0.172322787,-1.573351694,1.182412388,1.137937687,-0.090782128,-0.892070397,0.934992457,-3.565137248,-1.139309651,1.11626267,-0.504597095,0.162644172,0.625681713,0.498745968,-0.349202134,-0.899135757,-0.759864697,-0.010067918,13,5,4,2
-3.943239484,6.690077275,-6.388642307,-13.88114845,11.34629687,5.756796815,3.242980019,0.245221153,-1.314149503,0.355619701,0.359002665,-0.971256638,-0.745411102,0.578948456,-1.308862078,0.06086139,0.507298342,0.043178668,0.522043182,-0.721802364,0.478851077,0.584830285,0.272118593,-0.417763972,0.093376409,13,5,5,2
-7.512806381,-0.395121472,2.110136217,0.685294483,-2.254378195,3.804071333,-5.04927938,-1.110529375,-0.203377857,-2.573217602,3.242937812,1.895500849,0.966264935,2.071827558,0.85296386,-1.068712101,1.260191149,0.272041554,0.25922468,0.084152243,-0.500688644,-0.801603169,0.845295523,0.676449631,0.050005669,14,1,1,2
-6.749888829,0.123219213,0.767066722,0.393972407,-1.367445775,-0.351867926,-2.671758289,-1.044938315,-2.198707236,-1.404381926,-0.081812462,0.978318121,2.343963761,0.834597173,-0.744147833,-0.520183071,1.177977867,0.243975522,-0.56490449,-1.478891167,0.931522342,-1.471200321,-1.076987429,0.858876246,-0.205887774,14,1,2,2
-9.973138083,-9.270673102,-13.49292046,-1.641804657,0.309180223,-5.971762801,-3.742956666,1.623310936,5.735384179,4.251303891,2.852910881,-2.423705496,0.721566027,-0.702974492,-0.400226092,0.549850305,-0.643309338,1.246113627,-1.428105344,-0.257610266,0.802075992,0.319040799,-1.845699556,-0.454874227,0.139781409,14,1,3,2
-6.292959516,-3.915914921,-12.29711584,-1.022171473,-0.437515984,-5.749740871,-2.636887245,-1.506662584,4.668047941,0.925440993,2.433461152,-0.754880349,1.449469774,0.218590499,0.170966594,-0.230356614,0.105415021,0.473368231,-0.010356573,-0.501231924,0.853653873,-0.664446578,1.023884419,0.094725858,-0.041987598,14,1,4,2
-7.339337135,-6.041890343,0.698377313,1.95224298,-0.085234336,2.288280586,-5.059168352,-0.991309753,-1.67349623,1.74907426,-2.925231795,0.219770965,0.395233288,0.62519464,-0.329841611,0.342700424,1.154996551,0.600899382,0.127581807,0.509155032,-1.695493617,0.582844378,0.091571806,0.062587879,0.33033254,14,1,5,2
-12.06211628,-4.967061613,1.842384667,-0.318307836,-1.739719959,2.866470307,-3.328042219,-4.71826294,-1.676037003,3.422311131,-2.518487149,-0.660940412,-1.105136855,1.38500948,0.729336419,-1.602456995,-0.314762616,0.511159505,-0.64707222,-1.697980996,0.231835637,-0.127688322,-1.424922989,-0.779252276,-0.36534793,14,2,1,2
-11.8554734,-6.077026261,0.456069554,-0.08998792,-1.198496499,2.186907573,-3.023064683,-0.95062681,-3.002819896,2.258511525,-3.313955161,0.14118016,0.799576609,-1.081217073,0.405236526,-2.053632427,1.365902222,1.205663847,-0.295122948,-0.374953147,-1.308780063,0.808068715,-0.485604795,0.164795534,0.634654487,14,2,2,2
-9.1766357,-2.489266153,-1.233860362,-0.555683908,-2.791222823,-1.840402123,-3.22517586,2.295045156,0.459548292,0.50291729,1.908690389,0.651033007,-0.347540455,0.196435904,0.119602519,1.011667041,-1.214044266,0.14941401,-0.389956363,1.393019086,1.445954463,0.881766449,1.55804632,0.964332062,0.580577236,14,2,3,2
-11.07171887,-7.530838308,-5.714712224,2.226337638,0.424876993,-0.434883353,-3.584592333,1.70917824,1.10686747,1.443666732,-3.662199986,0.142155308,-0.841079214,1.492345932,-0.885930839,0.549338184,0.901475324,0.591497177,-0.670700126,0.939250091,0.23436221,0.447110687,0.846360019,0.077247213,0.826954479,14,2,4,2
