PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,Label1,label 2,Label3,label 4
-10.2780303,-5.00959333,-8.658377564,-6.357725866,-4.115098125,-6.157764102,0.301369651,-5.75131256,3.907586689,3.412223648,3.619854231,-1.521827431,2.070904395,0.260428052,1.043945557,-0.772417914,-3.086233279,0.261498275,-0.360446773,0.561535766,-1.374979884,-1.616011756,-0.549340315,-1.313669939,-0.59754887,14,2,5,2
-11.72749894,-4.081905656,1.162603915,0.102579356,-1.652970371,4.209090005,-3.194878491,1.017786731,-0.245414032,-0.490086014,0.077578397,0.870002696,-1.14863937,0.186565588,1.184567982,-3.580524088,-0.027773666,0.651073659,0.872136392,1.156998731,-1.440300438,0.648393866,-0.983637444,0.313108265,-0.005301614,14,3,1,2
-11.37217925,-5.16500268,2.053458228,0.521286459,-0.919583001,2.061264845,-2.278059852,-0.018548284,-1.417755654,1.763314537,-2.065915076,0.192468293,-0.96102262,2.123096896,0.546990077,-1.352962637,-1.154559018,0.517714978,-0.595992929,-0.988127802,0.339736342,-0.910622765,-1.808319416,-0.261237757,-0.499179611,14,3,2,2
-9.418013803,-3.360588519,-4.661683053,2.228842624,-0.121310912,0.781236878,-4.316909561,0.218219153,0.539130162,0.433992047,-3.149799309,-0.393066247,-1.54453161,1.468298206,-1.189247328,0.077556932,0.435986151,-1.015252966,-0.237423132,1.015182817,-0.234656129,0.40387239,1.030700993,-0.057148422,0.496404498,14,3,3,2
-10.45735169,-4.971978699,-0.110177353,2.825337597,0.496978662,2.627777315,-4.306884153,0.931134845,-0.717906211,1.950556166,-4.093268703,-0.220398726,-1.011113623,0.712570085,-1.011996016,0.152482355,1.054593802,-0.078429521,-0.121104312,1.167842987,-0.628769505,0.903606013,0.498167007,0.259252106,0.571197588,14,3,4,2
-8.822805081,-3.908188405,-0.6677439,0.383371433,-1.071512826,1.942261974,-4.18694906,-2.855926251,0.129063005,2.201895292,-3.043247139,-0.406190501,-1.105103345,1.531547786,0.848880958,-0.655282781,-0.129708937,-0.74518519,-0.020727627,0.810047638,-0.741462935,0.814667155,0.981563773,-0.797041264,-0.419098475,14,3,5,2
-10.12846018,-3.770258739,0.824548702,-0.02241983,-2.109216809,3.320732977,-2.403360056,-0.799633079,-1.160827819,1.440693622,-0.855770484,-0.397350702,0.517405346,1.264680363,0.800332675,-2.037386451,0.33884783,0.540775237,0.316980181,-1.165579979,-0.476632889,-0.369316853,0.158047047,0.529215062,0.241861727,14,4,1,2
-9.541217323,-2.75647444,0.761514048,0.160002042,-1.281761758,3.030690643,-1.479896749,1.49212046,-0.77793513,-0.445956595,-0.909375396,0.15443858,0.298041505,0.745997044,0.810391584,-2.11155931,0.158071154,-0.077139493,-0.354680801,0.741783023,-0.020984124,0.676255683,-0.158092579,0.737685558,-0.197604798,14,4,2,2
-9.169817959,-6.01532292,-15.12996643,-1.488406768,-0.993282209,-5.009289805,-3.18566778,1.167197519,6.960052743,3.123986279,2.260567338,-3.111408889,1.065973244,-0.079808421,-0.895813148,-0.243895942,-0.222510909,-0.048360512,-0.260112635,-0.128732843,0.205267387,0.644912287,0.684979406,0.687747247,0.787282244,14,4,3,2
-9.392466864,-7.732411854,-16.18195534,0.625360119,-0.649734577,-2.98233963,-4.166710853,4.275325678,4.816085224,4.151512098,-0.657196504,-2.677361496,-0.548828154,-0.805604614,-0.433048971,1.988645013,1.227928731,-2.215458988,0.086998121,0.403152454,0.590718306,-1.103372669,-0.858654775,-0.757839456,0.814187055,14,4,4,2
-8.247629987,-4.11469581,-1.484171458,-0.656000803,-1.881622771,-1.102991731,-0.153218172,1.112649154,0.112205574,1.269094438,-0.682803578,-1.140596078,0.092125497,1.288711412,-0.571234761,0.520775641,-2.292959885,-0.231490209,0.134629849,1.415791923,1.275264633,0.112607904,1.330188691,0.843407582,0.77537875,14,4,5,2
-10.59428981,-3.138500166,1.803463884,0.284959876,-1.453552906,2.583822493,-2.493143024,-0.970651601,-0.93429758,0.964044826,-0.613097881,-0.219655621,-0.280244999,1.944463571,0.934856321,-1.914216655,-0.195347697,0.353115667,-0.089753879,-0.969773156,-0.25562213,-0.371721128,-0.078587718,0.320531278,-0.211757193,14,5,1,2
-11.17785846,-4.754526202,-0.612604111,-0.499206929,-2.321826434,2.842284348,-1.865729197,-0.492067809,-1.187990651,1.459829974,-1.731041974,-0.762537387,0.607616205,-0.570000246,0.46561608,-1.588805876,0.611862292,0.478218479,0.717189641,-0.872320515,-0.916076909,-1.486414433,-0.816685274,0.432839002,0.23831467,14,5,2,2
-10.78912494,-7.012345955,-15.41784971,-0.573644303,-0.18160348,-4.851982309,-4.816247968,2.305294596,5.78492201,3.767202552,1.548832204,-2.887474288,0.106830006,-0.693617992,-0.703690807,0.813299409,0.336991937,0.118238407,-0.340553617,-0.26175213,1.053546598,1.11708799,-0.151288745,0.081023626,0.16553058,14,5,3,2
-9.346363022,-5.945969973,-4.714610291,2.445050878,0.252157405,0.377058434,-3.530582225,1.649768264,0.567647292,1.065432282,-3.704959231,-0.400186353,-1.072744421,1.462437271,-1.136974107,0.49558212,0.718374244,-0.161526909,-0.352380112,0.695309575,0.046915109,0.673230739,0.947282823,0.293450726,0.791586383,14,5,4,2
-9.832684739,-5.640324121,-5.430895485,-0.285085448,-0.830558573,-1.247022518,-0.90048418,-0.70086345,1.851079377,2.073251361,-2.643538366,-1.365475139,0.272763557,1.684641052,-0.043518634,-0.446092632,-0.381666562,0.349549129,0.326560149,0.090757218,-0.040652618,0.281189956,0.786782169,-0.252800356,0.075951013,14,5,5,2
-12.29755172,4.248451324,1.613910506,3.240986515,1.132003224,-7.92572845,3.206280759,5.35720515,-2.52891647,-2.781619998,-0.090592143,1.09939982,4.24917806,3.476626713,-1.365102932,2.311389045,1.646066043,3.36091264,0.661642241,-1.673553597,-0.934698068,-2.077827976,1.370137164,-0.204710957,1.108036917,6,1,1,1
-12.29701482,4.803854905,1.482323303,3.807121934,1.564678889,-6.261083556,0.704168559,3.641137507,-1.088974408,-1.78087379,0.948384744,2.508333877,1.496562439,1.499661056,0.899189573,1.065356711,1.523740644,2.124334794,-0.088489802,-0.449053666,-0.07642043,-1.010985576,0.068244603,0.218881667,-1.077424967,6,1,2,1
-0.945747591,9.571862353,15.34873602,6.140394573,5.152921371,-2.424155927,0.876830698,-6.128251727,8.281342206,-0.991880089,1.110794202,2.09300426,2.224091887,0.966033249,-0.569160616,-0.996637706,0.723769257,1.120299724,2.001200066,0.184597874,1.610862936,-0.29066381,-0.312110748,0.511115948,1.041129149,6,1,3,1
1.042397524,9.370469494,11.54110471,8.788832947,7.023306212,-2.245157865,-4.546003641,0.506076659,-1.417004688,0.971333872,-0.148626756,2.045133535,1.198388986,-0.639764863,-1.716134126,0.116442864,-1.207381082,-0.480807077,1.546200202,-0.645512225,-0.854326747,-1.431339314,-0.149930314,0.735540595,-0.086280936,6,1,4,1
4.977452344,10.04412165,1.412003402,2.191751086,2.01534998,-7.459153661,-0.246220027,-4.120109052,-1.087611825,2.011908986,-1.409640593,2.314113674,0.26043283,0.634136043,0.152217345,-0.537082682,0.631408881,-2.774981511,2.9581112,0.752924992,-0.374199767,0.106790575,-0.346178962,0.488987895,1.777328774,6,1,5,1
26.41458605,-16.8768738,1.651396042,-0.94234096,0.653927827,-0.646622213,1.169113876,0.579582308,-0.353122739,-2.078722252,0.233726366,-0.550934323,0.523607215,0.416195491,-0.255277792,0.003990651,0.155473678,0.038571785,-0.290126364,-0.339865321,0.039855242,-0.04283621,0.153483431,-0.089130148,-0.096283277,6,2,1,1
26.51812292,-16.87249464,1.581214135,-1.07981676,0.657666537,-0.655409339,0.928174235,0.296585017,-0.310943843,-1.784027562,0.085913485,-0.451518478,0.416641465,0.282830753,-0.147971382,-0.130074644,0.132223928,-0.145327531,-0.336143393,-0.167443296,0.164952898,-0.060516729,0.224122815,-0.048127319,-0.169463475,6,2,2,1
26.50142604,-16.81205149,2.977282708,-0.487882969,1.308714165,0.205970474,0.349814799,0.010487816,-0.021486152,-1.478791749,0.283782193,-0.503926054,0.540062945,-0.118171828,-0.174112711,-0.207260914,-0.040341709,-0.119983891,-0.23095057,-0.137648598,-0.034101761,-0.128150281,0.290291533,-0.165809982,-0.116635487,6,2,3,1
26.35789708,-17.10504871,1.587308378,-1.111727624,0.611588132,-0.242540871,0.613912133,0.091471192,-0.206485492,-1.90009838,0.224558758,-0.331714553,0.45088619,0.135013925,-0.057982382,-0.332313526,0.430730846,-0.257644608,-0.37349353,0.02758957,-5.21E-05,0.128018128,0.179893887,-0.004047057,0.024789773,6,2,4,1
26.90900706,-16.89365064,1.596693253,-0.762858264,0.964506481,-0.337009731,0.772692407,-0.122238921,-0.256052536,-1.527555021,0.050856073,-0.343146165,-0.039164363,0.046298652,-0.048815492,-0.132546364,-0.096306204,-0.258275081,-0.213929094,-0.019547451,0.225246133,0.055823824,0.230525745,-0.099424397,-0.267165003,6,2,5,1
-4.4927269,13.94148297,-1.966735724,0.454775364,-6.25651666,5.439131877,5.474600889,8.119435189,0.133345128,-0.934752951,-0.695295494,-7.490569216,3.58767158,-1.937107678,-0.104959207,3.114575805,2.352346396,0.070207243,-0.443057898,-1.89445827,-1.560601669,-0.662311263,-0.250983443,-1.419387098,1.13091508,6,3,1,1
-5.963944056,12.58952498,-2.887107694,1.437068045,-3.577996153,4.433821288,6.258196503,8.825913545,0.807117569,-2.337490683,-3.016497055,-6.385567779,1.19105622,-0.215668841,0.189134379,-1.158685431,-0.078456705,-1.861819629,-1.555992047,-0.018740287,-0.884249276,-0.835388591,-0.323308539,0.442576511,0.600912438,6,3,2,1
-2.093176846,8.919529352,-1.911395865,-0.597591938,-4.763624325,2.107463774,8.785383686,3.344919465,2.580919005,-1.428195349,-4.047124808,-4.675972871,0.6014414,-0.322630618,0.801835303,-0.753766357,0.153617025,-1.044425824,0.178380767,0.728975385,0.952369884,-0.41038263,1.072393064,1.263253169,-0.901432281,6,3,3,1
0.989175926,10.65991443,5.925466778,-0.279963976,-4.693687492,6.230702566,9.316173224,-5.079014589,10.69194573,-2.342700414,-1.67216796,-5.298314655,0.590851738,0.511437587,1.467999651,-1.642835467,1.847134097,1.135218697,0.52957874,0.078165536,1.797001615,0.653028592,0.472627598,0.484905251,0.563622167,6,3,4,1
-0.581308146,8.566133607,0.174617125,2.679281321,-0.781882675,5.351447677,6.669758398,2.291494781,3.281195702,-0.477491295,-0.674607001,-5.604915992,1.263766227,-0.069106982,-0.083482466,-0.261880294,0.032573956,0.671264122,0.298762745,-0.508566602,-0.549064595,0.632760499,0.975253185,0.592613599,-0.049495973,6,3,5,1
9.690989529,17.74892163,-3.802573362,2.527249532,-0.30170587,-8.348744537,3.289712135,0.872065912,-2.326084454,-1.880985991,-1.839337899,-0.828965246,-0.349648251,3.535312433,-0.568976866,-1.947164691,-1.081857624,-2.17761959,0.543461285,0.203901411,0.10912858,0.672337242,-0.126279912,0.530892997,-0.011253878,6,4,1,1
8.510404811,17.04982541,-1.755725842,4.67401851,-1.972002967,-6.962647216,3.904344515,5.111080941,-2.472939878,-4.667129442,0.944478947,-1.343355486,2.256959255,3.490688082,-0.343655969,2.758739935,0.573841838,0.443924239,1.869324616,-3.44167597,-1.027090357,1.047949687,-1.529091338,-0.806091526,0.144494884,6,4,2,1
13.15672904,18.37173848,9.206675586,10.92067275,6.221302875,1.819014042,-4.525486475,1.958107683,-0.089795617,0.994272216,0.534984238,-0.999922339,0.731611761,-0.735256491,-1.948868398,0.652182558,-1.325843408,-1.841508197,0.452846301,0.020143543,-1.84577595,-1.354362063,-0.269979904,-0.0151388,-0.088875072,6,4,3,1
10.88988809,17.72341077,9.803385166,8.297047508,4.148927239,1.0481535,-1.740691665,-1.805441449,3.940650166,-1.163244719,1.038957553,-0.380926563,0.814413382,-0.848578279,-2.245886868,-0.337620831,-0.016193607,-0.315110202,0.315313185,-0.823490036,0.46427502,1.351555044,-0.751493949,0.941495192,0.086455066,6,4,4,1
12.88570948,16.30052474,-2.152608495,2.582386269,1.308240727,-3.409641604,-0.780497887,-2.235599186,-0.897570912,1.239715088,-0.768235519,0.644600319,-2.805926176,-0.183367435,1.167650856,1.471640573,-1.520424155,-2.802758435,1.486466164,0.00495347,0.251730564,1.295952185,-1.558521531,0.200741,-1.3932475,6,4,5,1
22.90308326,25.75737982,-6.609678598,1.490232314,-1.854641595,-3.9071166,1.93650498,-2.831248606,-1.947558989,1.271005199,-2.318267624,-1.819756932,-3.53718483,3.120146978,0.937164957,-0.720783826,-3.229110297,1.290039706,0.781408783,-1.191523093,0.364376668,-0.940177095,-1.044038721,0.117569145,0.532065224,7,1,1,1
22.66958944,25.35675261,-6.817751208,1.265427059,-2.476903713,-2.398686953,0.509866317,-5.108725679,-2.049925146,3.230810416,-0.581438298,-1.61349012,-3.684196652,2.205491082,0.643079046,-0.561144932,-1.98579907,1.246251239,0.427660973,-0.931857578,0.945587091,-1.750576439,0.071425825,-0.780303829,-0.971475698,7,1,2,1
29.2342992,17.55122097,-11.032142,11.65261143,0.356752644,4.153542537,-9.18722541,7.623455504,-2.280236642,1.955570957,-2.472277976,-0.601841933,-5.433840716,0.834090137,-4.304730116,5.375789132,2.742457964,1.213601587,-1.49759344,0.726740154,-0.362093821,-0.18124593,-0.786037695,1.961489168,-0.629946943,7,1,3,1
28.89784507,18.34704654,-5.430927742,2.903667298,-3.497635819,2.020494474,-0.123271336,-7.379525037,0.503385055,4.877697317,-1.65793704,-0.052413397,-2.744148787,-0.561672673,0.790231419,-2.001678763,0.114501476,0.26277787,0.732026657,1.736818815,-0.124294323,0.354057498,-0.228973314,-0.355969665,1.086049162,7,1,4,1
30.5360447,15.79563659,-5.481067227,1.671257759,-4.36415257,3.342891262,-1.778422926,-6.161238023,-1.048911169,5.043095192,-1.346662964,-0.855076718,-0.440039724,1.064549767,0.573133658,-1.491588283,0.23589961,1.218161856,-0.007460142,0.979329641,-1.422718156,-0.282002246,-0.403291435,-0.457745789,1.964658724,7,1,5,1
3.507323801,23.45984794,-8.565473372,1.450004415,-3.884417397,-2.208151845,-2.657300937,-0.55005689,-7.028944889,-2.526459593,-1.13007912,-2.820952502,3.609407992,-4.623798968,0.100189917,-2.062592071,1.968075984,-0.71168598,0.293855143,0.626665942,2.027697553,0.618852512,-1.360181388,-0.678837975,-1.400191696,7,2,1,1
28.56650056,-20.71378294,2.096220247,-1.536561084,0.831355708,0.000199235,0.627016857,-0.063708735,-0.139458667,-1.605433638,0.17941733,-0.232989721,0.394951902,-0.036657645,-0.161754948,-0.146155187,0.120496305,-0.080211879,-0.294497785,-0.058422513,0.103595931,-0.016365391,0.122754772,-0.073216922,-0.071250369,7,2,2,1
28.56223352,-20.71834176,2.088315559,-1.541739381,0.829891345,0.00353482,0.632072338,-0.056454637,-0.143538505,-1.598145247,0.182226316,-0.232729449,0.396539962,-0.03034571,-0.161134129,-0.148986122,0.127994411,-0.070194479,-0.281079153,-0.053137477,0.109991241,-0.020954102,0.128252561,-0.076977997,-0.07579352,7,2,3,1
21.67576454,20.93101128,-5.228918492,3.284736799,-1.801246167,-3.422018093,2.295804371,-0.839435991,-0.676733694,1.173982669,0.04349736,-1.500989261,-0.551667381,0.267969853,-0.466227061,1.290544603,-0.041489978,1.187391935,0.978760561,0.414441514,1.141543943,-0.928284599,0.935836876,0.545551077,-0.638865486,7,2,4,1
28.56393075,-20.7181674,2.086621701,-1.545736079,0.82938923,-0.000901753,0.631118934,-0.062181705,-0.13162903,-1.603384146,0.189596026,-0.233557314,0.393120451,-0.039951457,-0.160862727,-0.141764274,0.118577132,-0.079826446,-0.288747561,-0.057682039,0.104703098,-0.023318345,0.128574167,-0.067052341,-0.073727905,7,2,5,1
10.1561737,24.70826055,-9.343769732,2.760555081,-4.776174636,-0.084046698,-5.30911677,0.518022932,-7.377934538,-4.139290534,0.777079523,-0.73043017,2.251199389,-4.406166112,-0.878351736,-4.738469891,0.104935772,0.431107294,-1.151043829,0.192459955,1.399410813,1.84301321,1.192708448,-1.279801124,2.034403841,7,3,1,1
28.56330908,-20.70954107,2.098674967,-1.542619362,0.835895624,-0.000405147,0.636698083,-0.071689469,-0.138421259,-1.60150992,0.187985487,-0.236200749,0.397081461,-0.034290387,-0.158574162,-0.146861879,0.115246274,-0.071084897,-0.279622755,-0.05694578,0.107041944,-0.023745904,0.123357774,-0.068711604,-0.07887864,7,3,2,1
28.56412212,-20.71708966,2.095028709,-1.53427026,0.831646318,-0.002660521,0.632215586,-0.068951827,-0.144228801,-1.600621582,0.187546979,-0.23214978,0.390584252,-0.037556635,-0.155698389,-0.150151168,0.119392427,-0.083268353,-0.286645985,-0.054925435,0.109252661,-0.021272915,0.12685759,-0.071774572,-0.077447344,7,3,3,1
27.22284582,21.24558301,-4.298067733,3.488550513,-1.575417423,0.726327754,-1.031892927,-1.000319711,-1.163206651,1.940962736,-1.725266282,-0.92159684,-1.208033632,1.116595797,0.535246461,0.977571703,-0.95880023,2.229479608,-0.275743621,0.997604735,-0.239887013,-0.698075994,0.615241678,1.045923775,0.586897979,7,3,4,1
28.55594442,-20.71620752,2.105536351,-1.547795653,0.836119041,0.009916884,0.634117848,-0.063572433,-0.142477045,-1.605047716,0.181788026,-0.230143361,0.386543787,-0.031580162,-0.161437072,-0.152755934,0.118942433,-0.076789223,-0.282999803,-0.053468078,0.107599126,-0.011921269,0.125657313,-0.062787594,-0.08171807,7,3,5,1
14.97007621,28.6377405,-9.432152667,0.916388577,-7.741175208,-0.223292113,-0.656568504,-1.397743544,-3.922472945,-4.558257679,1.47802252,0.155480306,1.651774876,-2.211330162,-0.561928914,0.391540773,1.881703067,1.83850899,-2.128122769,1.809331898,-0.277385479,-0.993780784,-0.067864528,-1.252540197,-1.287087815,7,4,1,1
28.57096249,-20.7118977,2.094301336,-1.544239162,0.830185925,0.00270897,0.630252085,-0.063002977,-0.139869858,-1.59907462,0.186518208,-0.235035076,0.40024938,-0.035781698,-0.162625203,-0.143305065,0.12367371,-0.078195479,-0.286421213,-0.062592487,0.104315781,-0.018635319,0.127843371,-0.067291684,-0.073976862,7,4,2,1
28.56245426,-20.71896713,2.091121959,-1.548227643,0.83558753,-0.001267823,0.636756484,-0.064635054,-0.138326163,-1.603343981,0.183153781,-0.226874662,0.391624145,-0.03660194,-0.162923039,-0.149276967,0.118083119,-0.080422855,-0.284437708,-0.061962068,0.098941938,-0.022804527,0.130715746,-0.071217715,-0.078192198,7,4,3,1
32.95216752,22.43697992,-8.24839992,2.225910018,-2.220747051,2.966776475,-1.130311539,-1.563387427,-1.63910685,3.617249264,-1.077968755,-0.812831106,-2.181009479,0.829960924,1.257734477,1.452756911,0.021995808,4.963251265,-1.436086173,1.174977079,-0.51341565,0.171827798,-0.902583876,0.082881148,0.481682509,7,4,4,1
28.56038689,-20.71648294,2.091453933,-1.540722007,0.836799252,-0.004977429,0.627002394,-0.067536466,-0.143106395,-1.608940462,0.183314978,-0.232159324,0.39318112,-0.034700017,-0.167197548,-0.140629741,0.118120857,-0.08143994,-0.278466597,-0.052430991,0.106243823,-0.022545525,0.130696904,-0.071974649,-0.078802731,7,4,5,1
19.11883233,19.06595991,-5.515690839,2.653589853,-8.265865578,5.424583327,9.861690502,8.897629112,7.238093708,10.08930804,0.268407741,16.06973182,0.226093961,2.832191237,-1.571236728,-3.136797644,-1.160249049,-2.664703047,-3.684359108,-3.412951395,-1.129717702,1.881040546,1.044652844,-1.220689727,-0.807736173,7,5,1,1
28.55649377,-20.70776302,2.095767313,-1.551598965,0.838099567,0.00125694,0.633482689,-0.067879618,-0.146623729,-1.602794538,0.187131434,-0.24064996,0.394300077,-0.03265102,-0.164174022,-0.14291104,0.116632122,-0.084613555,-0.281329994,-0.054604731,0.106109172,-0.016475171,0.120528267,-0.074213473,-0.078709245,7,5,2,1
28.56149061,-20.72032139,2.099240869,-1.541011604,0.830518252,0.002543299,0.629521054,-0.05777464,-0.147151431,-1.607826581,0.186609102,-0.232202859,0.395970576,-0.037872,-0.155871198,-0.144476982,0.120792254,-0.080444813,-0.283158604,-0.062861574,0.111675669,-0.021677618,0.128605564,-0.073533244,-0.078228,7,5,3,1
21.68397591,12.38955967,-6.154383734,2.072524769,-8.909660694,12.35591638,2.757561744,7.054365633,4.005736626,10.13835294,2.932683832,10.67050658,7.986626936,-2.286430366,-0.570166965,0.119225578,1.127341642,0.932314271,4.402515892,2.000209132,2.054877793,-1.27343462,-0.141749441,0.296224618,-0.165175173,7,5,4,1
28.56225906,-20.7128301,2.100349695,-1.539195813,0.830807926,3.68E-05,0.625224071,-0.06795593,-0.137517883,-1.600589869,0.178112629,-0.236311668,0.38931509,-0.035195327,-0.161348722,-0.152919288,0.119282664,-0.077794724,-0.288114631,-0.060193476,0.100456715,-0.023710367,0.126983143,-0.068440748,-0.078045005,7,5,5,1
-6.414591076,-0.901649928,2.699984758,1.732470522,2.183867529,-6.741593624,0.942078546,1.870794885,-1.837916631,0.028200509,-2.270277081,2.20518443,1.175561611,1.639709322,0.545562439,-0.54435718,0.569046955,0.602487238,-1.007529752,1.833060989,0.842954615,0.843195122,0.738828449,0.204073296,0.563156601,8,1,1,1
-6.939356597,-0.240798374,2.693641678,2.128838625,1.59673763,-8.035978751,2.636690656,4.487950498,-1.91458754,-0.415666871,-2.194525242,1.278499642,1.629470002,2.141558339,0.253505676,1.883286324,-0.135139649,1.850686883,0.608126682,0.174082823,-0.111228588,1.426467734,0.220230263,-0.598055078,-0.648383991,8,1,2,1
-0.144795412,8.036333241,14.06739764,10.72065355,9.006434693,-0.380624023,-5.423523569,0.211524318,2.280219968,1.257584032,-0.205253327,1.296573943,0.062720603,-1.22689129,-2.88904028,2.166702613,-0.55147483,-0.317346234,-0.336575798,-0.79199184,-0.071885832,1.777333492,-1.53986699,0.632822944,-0.63538483,8,1,3,1
-0.958599622,5.204194711,1.167996209,0.609379026,0.613088455,-10.44889788,2.799081516,-2.11864975,-1.247652212,-1.929282157,-3.41636613,3.085988871,-1.015817276,1.83704976,-0.912057599,-0.973763267,-0.585214371,-1.543865853,1.42632573,1.341773687,0.17250811,0.32948122,-1.090133985,0.562080159,0.550382247,8,1,4,1
0.129088607,5.568634516,2.095525053,0.869608486,1.722206148,-9.389282661,1.627982978,-2.11422459,-0.879173829,-0.476642287,-2.005586586,3.133697086,0.004800211,1.459380189,-0.044706226,-0.54799403,0.51380244,-1.663218203,1.727494067,1.338247997,-0.059648525,0.491550838,-0.256317796,0.603837598,1.63111998,8,1,5,1
-10.14555051,-5.013631557,3.185028379,0.94207253,1.621513747,-3.25069822,0.669294588,3.120400667,-0.667772575,1.524881502,-2.176481452,1.031457833,0.863712118,-0.630616032,1.076695134,0.612012121,0.129176836,1.960950469,-0.894561615,1.768351772,0.295299747,0.227236508,-0.99617532,-1.514890336,-1.665969577,8,2,1,1
-11.22813891,-5.467375508,2.301124789,0.402484442,1.232563773,-2.128735359,1.662623185,2.973194671,0.260152113,1.469584335,-1.098793398,1.971620794,0.868983326,-1.284688225,1.482087093,0.696847864,0.406345092,0.713186612,-1.255070724,3.724214552,-0.079754302,-0.303391266,-0.535578247,-1.25650723,-1.033306789,8,2,2,1
-3.302511856,5.595720968,15.13242656,8.898910759,7.708003909,0.650550749,-2.485862356,-1.497756163,3.954485712,0.564281099,-1.505253821,0.091099785,1.369543771,-1.353352418,-2.328361208,-0.000146597,-0.660943115,0.864770771,-0.585002493,0.164520105,0.899082111,-0.50111888,0.851337206,0.698488887,0.376048184,8,2,3,1
-5.840331798,0.706900922,1.634757894,1.249617487,2.048970211,-5.76493816,0.787312004,3.286662116,-0.702267707,-1.602620739,-1.540120425,1.621750501,-0.417397352,-0.091224888,0.634142567,-2.051810114,0.407451977,-0.749202789,-0.03615646,2.399437897,-0.417404836,-0.202805519,-1.777753858,-0.590680128,-0.616586891,8,2,4,1
-1.620537391,4.402588805,4.828164035,6.01347838,5.812131994,0.108260052,-5.808667977,2.412640891,-1.601419356,1.256554071,0.475080824,1.422545303,-1.150441995,-1.847224779,-0.952172868,0.802633953,0.891127476,-1.962433759,-0.372390095,1.205771701,-0.187309599,-1.440841299,0.752791233,0.244340021,-0.979609814,8,2,5,1
-6.88201396,4.107331946,0.699341675,1.839572385,1.510510114,-3.809073681,0.20388173,3.912773729,-1.566248958,-1.558974398,-2.049544177,-0.656051958,0.116714946,0.421657878,1.433795471,-3.302744366,1.387591167,-0.664854954,-0.400449029,0.876845292,-0.155618659,0.770608503,0.139774517,0.106947765,-1.193826861,8,3,1,1
-6.39038567,4.10052146,0.598699001,1.633806953,1.147919436,-4.155061429,0.820020821,3.073533817,-1.368100939,-1.434282438,-2.334808953,-0.545300199,-0.172319976,0.802010543,1.368587026,-2.752528029,0.646281555,-1.044988283,-0.521537907,1.210739119,0.11064954,0.871027701,0.522212944,0.050136221,-1.272082563,8,3,2,1
-2.997411472,5.717326251,9.441700088,7.841695778,6.748617271,0.608013851,-3.485354094,2.299520555,0.771932012,1.163804846,-0.979111578,-1.31316279,-0.243853348,-1.238448077,-1.481624855,-0.078824008,-1.020140994,-0.353225894,-1.054030706,-0.517928279,-0.424882266,-1.241740775,0.77438743,0.626222175,-0.17575903,8,3,3,1
-0.049055929,8.716385001,14.22958234,8.30106069,6.678803053,1.764559537,-1.012140501,-1.240695,5.394100977,0.32081746,0.051697319,-1.982882458,0.881165258,-1.043189401,-1.547107744,0.709240948,-0.883577692,-0.022713127,-1.022461153,-1.290428976,0.867205044,2.035065194,-1.143781245,-0.622383548,-0.62843806,8,3,4,1
-4.920330485,1.630599902,0.727873496,0.744775537,0.591488487,-5.603078824,3.796813277,4.833852948,-2.369055783,-3.386660584,-2.645787009,-1.325024025,3.017462618,2.809449849,-1.081638005,-2.058096382,1.083783529,0.736419533,-0.377768144,-1.697433345,-0.996058818,-0.396234701,-1.039647989,0.151640725,2.093981594,8,3,5,1
-7.402554731,-0.220066566,1.815610359,1.111078947,1.259720975,-6.814141221,4.933472576,4.17990744,-1.21693493,0.070826114,-5.123292774,-1.268421137,-0.312794406,4.492864743,-0.416526832,-0.676680114,-2.958438213,0.260313703,-0.200127112,0.112898492,0.510517264,-0.118082037,1.173024464,0.057248888,-1.420628739,8,4,1,1
-8.141737488,-1.291332036,1.682587767,2.095562163,1.560169931,-2.587847809,0.631222726,4.129431509,-1.474914549,0.189941502,-1.507207379,0.254644441,0.516290644,-1.029781759,1.986882538,-0.717225281,1.330181931,0.644662132,-0.446961441,0.401198821,1.242390275,-0.67381972,0.068889927,0.174995438,-1.683035126,8,4,2,1
-2.863925482,4.422845138,14.92272578,6.729615153,6.877654454,1.697794101,0.423340268,-0.872941532,5.07495324,1.29356796,0.161864325,-1.92307512,1.680446674,-0.689083052,1.00462343,-1.356080738,-1.295677588,0.247083432,-0.360526709,0.363296827,-0.377380805,-0.926612061,-0.200131929,-1.922527869,0.455678905,8,4,3,1
-3.189537771,4.454864277,15.52120627,7.703791564,6.935722183,1.531687027,-0.079397018,-2.114668388,5.956975574,0.560803429,-1.277392242,-1.027498018,1.707160586,-0.664353576,-1.136373687,-0.905495374,-0.690670019,0.842657384,-0.629225879,-0.017490364,1.304879918,-0.03298695,0.88464991,0.302954191,0.647986369,8,4,4,1
-3.417688758,2.325295302,12.62546317,9.285145076,8.275033503,2.166617175,-2.648416185,2.113886508,0.944603559,2.946803263,-1.190743228,-1.766744991,0.652901935,-1.865742129,-0.886181061,0.832357586,-1.056649023,-0.754820285,-2.078123906,0.488303706,-0.619591583,-0.948347,-0.132919295,-0.430883874,0.640129761,8,4,5,1
