Label1,label 2,Label3,label 4,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
6,2,1,1,3.830940773,5.006112655,2.443533916,0.497636256,-0.800994222,0.222721928,-0.099333978,0.029048506,-0.327605665,0.606888017,-0.545398989,0.080163939,0.085370382,0.178328194,-0.071226965,0.216682281,-0.153756753,-0.036824006,0.041845073,-0.12148336,-0.028759477,-0.013863998,-0.03623919,-0.021464285,-0.022461211
6,3,1,1,1.040481235,-1.457051121,-1.363811855,0.564820331,4.351045962,-0.437965012,-0.559074563,0.864021118,-1.560114957,-0.132216354,-0.593592424,-0.032222566,1.543213575,0.276873445,0.001170438,0.702379789,-1.121612607,0.174167934,-0.811340423,0.285731081,-0.021456021,0.034423967,-0.024219686,-0.422904989,0.110550996
6,4,1,1,4.644631299,-2.439594702,-2.44179905,-1.180336562,-1.116279536,-0.372806466,-1.041319857,-0.416173262,-1.492640198,0.309888103,-0.773195371,-0.355918519,-0.331973988,0.83499812,0.030312509,-0.689894319,-0.147684067,-0.19036166,0.261659943,-0.13750731,-0.040891959,-0.045134212,-0.114713596,-0.150017807,0.024810086
7,1,1,1,9.230037095,-1.522534017,-2.768061417,-0.63537411,-0.408746974,-0.283687851,-0.773755376,-0.255088208,-0.617098026,-0.935383672,-0.939802531,0.157812274,-0.544960413,0.400572328,-0.11620053,-0.551878698,1.051062467,0.119338551,0.16365057,0.032140651,0.069843761,0.017294213,-0.185030633,-0.122896126,-0.193114668
7,2,1,1,3.956758394,-3.257668081,-3.753990361,-0.854809355,0.653575582,-1.062808412,0.564858163,-1.066861149,0.386776073,-0.063189547,-1.093237997,0.111566638,1.244689361,0.279439242,0.192023224,0.306610075,-0.397840967,0.562965484,0.831092274,-0.471023167,-0.397899928,0.153558918,0.109443554,-0.149191172,0.012082472
7,3,1,1,5.887493302,-2.674923585,-3.694431451,-1.167097324,0.749669971,-1.158285562,1.060198554,-1.286564943,0.522459418,0.632604371,-0.625485896,0.514825694,1.536317297,0.26612496,0.735163335,0.853758561,0.340357577,0.192743596,1.19321913,-0.094691193,1.000714264,-0.343653053,0.054627776,0.100492485,0.381971677
7,4,1,1,7.545992735,-2.370731492,-3.952433221,-0.55998284,0.950242928,-1.638500313,-0.263011406,-1.100436152,0.568136543,0.819048749,-0.608758294,0.480699086,0.330201989,-0.110777961,-0.46540711,0.924485335,0.561488699,0.255080546,-0.309078407,-0.066557762,-0.120386278,0.660910815,0.603179839,0.000944832,-0.182130112
7,5,1,1,8.751286703,1.227329261,-1.198146179,-0.103146996,1.421735567,-0.288298522,-2.401004757,0.395185321,-1.34612519,0.923967924,5.515994747,0.6205893,-0.180107919,1.264751589,-0.329377461,0.180936033,0.355330381,-1.233212808,0.437848833,-0.143113684,0.382595965,-0.012614536,-0.042693842,-0.074250867,0.188372683
8,1,1,1,-2.20921674,-1.031969115,0.455197041,-0.861262898,-1.805836792,-0.432900236,-0.11818625,-0.435349152,-0.965242991,0.058151496,0.192586552,-0.014108291,0.016989887,0.057053967,-0.598356336,0.029319643,0.326276644,0.297977284,0.046466995,-0.227216384,-0.047367037,0.086738275,0.222334681,-0.279985276,0.382060495
8,2,1,1,-3.538036972,-0.100424799,1.088931131,-0.336959776,-0.808201497,-0.248127171,0.10537169,-0.115442605,-0.916939851,-0.265883485,0.26032484,0.291775656,0.43412876,-0.100760099,-0.65986217,0.166410852,0.552506021,0.291690817,0.147955642,-0.114192153,-0.131980689,0.179655075,0.306135573,0.342289995,0.154359311
8,3,1,1,-1.528194227,-1.678757415,-0.472396067,-0.685470612,-0.420100889,-0.23417263,0.095415264,-0.00717325,-1.412912477,0.030596545,-0.240103042,-0.207779623,0.444978624,0.179296655,-0.429751546,-0.105310915,-0.017672001,-0.219025616,0.544964427,0.200986985,-0.236157056,-0.018508705,0.0332315,0.073938186,-0.183209605
8,4,1,1,-2.26690194,-0.768801899,0.222616208,-0.38115229,-0.788855626,-0.218866636,-0.754277498,-0.046664395,-2.54563701,-0.113267879,-0.432981768,0.239008331,-0.038491037,1.090027343,-0.406652822,-0.539423224,0.677213105,-0.038108671,0.097374472,-0.155119432,-0.164156163,-0.028118305,-0.24247836,0.392254929,-0.215908561
8,5,1,1,-0.972436151,-1.068779853,-0.161137424,-0.642935676,-0.905940445,-0.248347377,0.045425459,0.019435573,-0.89770377,0.139437017,-0.035862876,-0.16325454,0.190219609,-0.191471088,-0.242958077,-0.052017928,-0.045507247,-0.117754997,0.455890972,0.125351404,-0.278161508,0.182011827,0.156331466,0.269959349,-0.089786083
9,1,1,1,-1.500312245,-0.248551467,0.118648725,0.09048375,0.184400007,-0.277237707,-0.679257271,0.296696343,-0.396043045,-0.028706526,-0.040459425,0.271413939,-0.217498621,-0.574808477,0.471978138,0.137187794,0.147428462,0.078502776,0.283344152,0.21052472,-0.194529652,-0.077122069,0.033663758,-0.00226035,-0.147054686
9,2,1,1,-2.550039298,-0.234380847,0.257751084,0.055075942,-0.489655118,-0.754592799,-0.427605383,-0.003825257,-0.710159084,0.435536068,0.10506489,0.260512211,-0.328860103,-0.831438408,0.221569755,0.358837879,0.312457156,0.432124261,0.10201416,0.072095986,-0.044263,-0.047995748,-0.006619706,-0.00904213,-0.049691016
9,3,1,1,-1.588548741,-0.989946473,0.178403549,-0.563693987,-0.46124511,-0.222613277,-0.342264577,0.015834149,-0.481408907,-0.676551272,0.390026859,0.219352527,-0.376282594,-0.742265308,0.460637907,0.531243109,-0.148458867,0.022956355,0.167720754,0.220085329,-0.195117356,-0.171853271,-0.140515267,-0.060321042,-0.062105844
9,4,1,1,-1.94335302,-0.757528764,0.198505213,0.067577395,0.188790601,-0.376432165,-0.655402104,0.150089834,-0.500022996,-0.07731601,0.16030403,0.261120372,-0.197459058,-0.61616764,0.514991801,0.146061451,-0.069304658,0.254285311,-0.011701597,0.264455162,-0.21071961,-0.083928318,-0.006251611,-0.021587318,-0.227288345
9,5,1,1,-2.184075125,-0.618265783,-0.040703432,-0.280625954,-1.116185243,-0.69706864,-0.51828192,-0.057586991,-0.475381229,0.272162901,0.335256756,0.330436108,-0.349172423,-1.225525714,0.557234942,0.533267199,0.181385207,0.412208887,0.280826631,0.26615044,-0.082749629,-0.146287636,-0.039038364,0.005177957,-0.002889657
10,1,3,2,-3.502560687,2.111248263,-2.279250768,-3.275264981,1.082646659,2.715891553,-1.242196913,-1.577950296,0.533274282,0.442813928,-0.11071707,0.423184278,-0.086922268,-0.478794381,-0.546956609,-0.315505569,-0.279402528,-0.187775906,-0.130955935,-0.275950283,0.161742754,-0.357561417,0.079563664,-0.073988884,-0.187061849
10,2,3,2,-3.5290558,0.817151124,0.832755892,0.225034709,1.848165081,-0.627056612,0.996067087,0.241561077,0.69843074,0.035711891,-0.325732506,-0.190962978,-0.324044122,0.579471129,-0.09290805,-0.649609048,0.419690162,0.221748834,-0.041116649,-0.05352214,0.001978076,-0.020411311,0.023724748,0.238388332,0.26196111
10,3,3,2,-3.718468032,1.699611713,-1.617051514,-2.422292937,0.308169581,1.713231823,-0.882706518,-1.163566056,0.327010865,-0.493324657,-0.137705201,0.748860975,0.261759453,-0.209049077,-0.500965788,-0.432487,-0.107901429,0.009601475,-0.030629409,-0.115588956,-0.1585198,-0.282220445,-0.010048578,-0.058391646,0.088633878
10,4,3,2,-4.208137176,2.421203314,-2.977391095,-4.635065593,0.313341502,1.909390296,-0.489711717,-0.960248903,0.430793165,0.175149552,0.009501004,1.046041184,-0.000134642,-0.580088211,-0.865539281,-0.280551831,-0.406955921,0.06003881,-0.014496442,-0.218926469,0.203196098,0.166515759,-0.19340632,0.03404808,0.053637402
10,5,3,2,-1.825817147,2.509106633,1.694054137,0.75486111,1.047796858,-0.482327382,1.042551489,0.311655376,0.53271433,0.904881355,-0.29331685,-0.07276128,-0.395969773,0.389270884,-0.225512017,-0.602579865,0.713792506,-0.097922946,0.096565809,0.092278076,0.022433064,-0.094967019,0.010171638,0.079240469,0.016100022
11,1,3,2,-3.190393693,2.25842925,-3.073503921,0.75763179,-1.68661968,-0.252513639,0.373242166,0.690479593,0.091237661,-0.20433957,0.237500991,-0.639593309,0.780344655,-0.267746628,-0.00291759,0.19898968,0.221328995,-0.056520142,-0.156404813,-0.308285146,0.173281148,0.16515975,-0.023956115,0.115715732,0.081622438
11,2,3,2,0.951510592,-0.689343065,-0.650493747,-0.400386408,-0.599288749,-0.898835037,-0.025087849,-0.252222738,0.031065792,1.285516883,-0.390572524,0.004504036,-0.337032785,-0.350361541,0.747273992,-0.162299076,-0.215558363,0.243304353,0.136621242,-0.036221597,0.015615933,-0.124885439,-0.092457128,0.259625438,0.024940197
11,3,3,2,-1.191714601,4.10847146,-1.735026584,1.347537622,-0.451001753,-0.446185277,0.360180277,0.474497054,-0.574933537,-0.790032147,0.117654361,-0.770343444,0.050467798,-0.092385143,0.324309757,-0.15093662,-0.207230903,-0.054173021,0.003300557,-0.207991566,0.316430249,-0.085153802,-0.060029638,0.064417822,-0.172570308
11,4,3,2,0.077578123,-0.29503913,-3.689321407,0.388029123,-2.441206056,0.090472306,-1.500492266,1.056518783,1.889648012,1.382257333,-0.317180291,-0.086844734,0.980751408,0.345562302,0.572623038,-0.643042487,0.001348148,-0.485880849,-0.343249829,0.338789012,-0.211144408,0.128129002,0.061085859,0.014877875,0.140105442
13,1,3,2,0.226008727,-1.13259927,-0.91584019,4.171689419,1.850785068,4.109551468,-0.277358731,-1.366996354,-0.30450859,0.336044895,-0.096497177,-0.817304442,-0.280585737,0.418489191,0.513148381,0.225890678,0.046963251,0.061709158,0.03847215,0.036232292,0.023245316,0.106647231,0.112526297,0.021713001,0.079981157
13,2,3,2,5.253230372,-4.035947014,-0.991861975,4.525099703,-1.120237519,-0.624093385,1.70715473,1.703082215,-0.005233611,-0.166335288,-0.184556848,2.001818858,0.344183473,-0.673915868,-0.822587446,-0.754101805,-0.448457763,-0.270064747,-0.103315595,-0.150320213,0.065292284,-0.38744516,0.005868341,-0.02546326,-0.097079625
13,3,3,2,-0.682607504,-3.021551628,-0.662188296,5.60655506,-0.115193421,3.246433895,0.810992478,-0.69533226,-0.096855802,0.26934223,0.189173095,-0.125868754,-0.293534284,0.071296609,0.014396087,0.2104709,0.049036267,0.100155041,0.0846278,0.072145312,0.010170068,0.238985999,-0.099941008,0.057100251,0.0436691
13,4,3,2,-0.349075043,-3.611583295,0.340160801,5.195090042,-2.141355946,1.262659669,1.349276027,0.3116555,0.174829787,0.112385826,0.479100258,0.677421168,-0.398321039,-0.121892306,-0.451402499,-0.272730741,-0.128572076,0.293029755,-0.130693813,0.158934681,0.164315666,0.103683885,-0.105723035,0.070512776,0.083551484
13,5,3,2,-1.00615789,-0.0497717,-0.520284283,0.788819667,1.945704464,-1.044512253,-0.015015961,0.249249547,0.407663224,0.420031919,-0.339855324,0.186925996,-0.666946033,0.015952478,0.48688478,0.103318087,-0.149977426,-0.158544887,-0.233017521,-0.221439016,-0.201384255,-0.10288404,-0.308229084,0.224126963,-0.023537875
14,1,3,2,-3.914836308,2.404922527,-2.850041495,0.972212197,-1.599930903,0.110389978,-0.094094885,1.130763073,0.343358131,-0.231465713,0.179878872,-0.361747348,0.941436196,-0.175218326,0.110290629,-0.032639987,0.553388489,-0.126073598,-0.319457983,-0.063276358,0.091895278,0.181679002,0.115620731,-0.004368346,0.145453725
14,2,3,2,-2.779147616,-0.177797411,-0.39207572,0.006950377,-0.255295132,-1.143659943,0.123770638,-0.040585404,-0.099228402,0.32166959,0.244349465,-0.112653469,0.078323327,-0.739058961,0.418618597,-0.149241958,0.365159627,0.173885193,-0.138294039,-0.263976674,-0.167002938,-0.016933111,-0.145222754,-0.389977345,0.231186404
14,3,3,2,-2.955569236,0.568463026,-1.109173903,0.089433894,0.227541997,-0.636496723,1.096198974,-0.164540653,-0.332089911,-0.505657195,0.142116804,-0.418019388,-0.424835262,0.027922024,-0.029032599,0.064622459,0.128452843,-0.17308022,0.133865066,-0.292977356,-0.078712622,-0.173884731,-0.042999619,-0.095726568,-0.070624395
14,4,3,2,-3.226643251,2.096546868,-3.654566853,1.079734925,-1.000225354,0.00691781,-0.314180021,1.456776945,0.300131316,-0.208942505,0.149020177,-0.57230374,0.711309411,-0.00845601,0.346125086,-0.149242859,0.156258176,-0.277424223,-0.370989726,-0.049268419,0.021926587,0.082380993,0.05864933,-0.013779048,-0.073810432
14,5,3,2,-3.787152591,2.172300512,-3.603608898,1.011306631,-1.094682397,-0.183228275,0.295477931,1.046245267,0.039331485,-0.507261489,0.307662577,-0.733744871,0.753362701,-0.247068863,0.209025995,-0.019598312,0.202921989,-0.152013575,-0.226328306,-0.295467159,0.122096162,0.079230876,-0.029648204,0.071218455,-0.155730351
6,1,3,1,0.587670446,-3.786640939,2.053025105,-2.725371037,-1.736018106,1.03579971,-0.738459953,2.453288985,1.094038054,0.359051113,0.181622968,-0.718494412,-0.940148893,0.241975522,-0.244460803,0.109313198,0.045736949,0.605288992,-0.091311168,0.126616387,0.557085221,-0.387399446,0.368754112,0.331199001,-0.017798948
6,2,3,1,3.877980593,4.847991189,2.788364826,0.310332809,-0.760664074,0.402235781,0.09096351,0.13328693,-0.046470852,0.471710962,-0.467425713,0.13480972,0.108459647,0.094690959,0.091140381,0.195905564,-0.136540356,-0.055969499,0.080701924,-0.120756671,-0.032943579,0.01375756,-0.00329912,-0.039321462,0.015945368
6,3,3,1,0.790063034,-0.485909745,-1.19771237,0.730542626,2.840555014,-0.044791208,-1.789745492,1.270025212,-1.884120844,-0.558129322,-0.767608492,0.158255507,0.024292406,0.305022982,0.075220627,-0.310433357,-0.338572997,-0.15528774,0.067936891,-0.299185417,-0.311788458,0.188273674,0.270978419,0.136831632,0.006527753
6,4,3,1,5.731221869,-3.425262096,1.147182043,-3.518156631,0.374862016,1.073964095,1.68643139,-0.095781589,-0.115493595,0.266522332,0.022756703,-0.118564974,0.340238176,0.275754883,0.835143079,-0.407134331,-0.308682043,-0.421669212,-0.339935181,0.108561404,-0.115550503,0.220516426,0.014442348,-0.093243726,-0.031191716
7,1,3,1,9.805204919,1.734505097,-2.392486461,-1.465492786,1.414762435,-0.813857132,3.046837779,-2.539655022,-1.709896303,-0.550794482,0.242448734,-1.118574634,-0.318176927,-0.899530452,-0.444446314,0.159977142,0.145422817,-0.379146728,-0.741891696,0.122566987,-0.250540055,-0.176960056,-0.286841177,0.553677731,0.511981981
7,2,3,1,3.837059541,5.844395732,2.959652652,0.705557897,-0.915565583,0.301754028,0.001754582,0.039553667,-0.060326852,0.48121716,-0.473831515,0.123204199,0.02292098,0.070592689,0.03226116,0.194850636,-0.122432787,-0.025216287,0.065320849,-0.090346253,-0.02499338,-0.006915916,-0.007187326,-0.026193207,0.007452035
7,3,3,1,3.838812222,5.842318419,2.95896928,0.701005144,-0.916905945,0.302175319,-5.25E-05,0.040718894,-0.05922661,0.479946006,-0.478409752,0.127787934,0.022290486,0.071019376,0.033897877,0.192991742,-0.12543733,-0.029268873,0.06892455,-0.088199227,-0.023060112,-0.007741041,-0.001434928,-0.024711439,0.018661023
7,4,3,1,3.837623693,5.841571216,2.959333959,0.70507818,-0.917960064,0.302625261,-0.000400303,0.039760464,-0.06017972,0.482283587,-0.475395976,0.129293183,0.022481137,0.072274167,0.033707394,0.193686029,-0.127867828,-0.03076083,0.065577774,-0.089867464,-0.024773395,-0.00739374,-0.003818,-0.028042313,0.011529615
7,5,3,1,3.836995902,5.841189585,2.960556708,0.703233973,-0.915947796,0.300399818,0.002939825,0.040542223,-0.06044505,0.482398672,-0.475550284,0.12740287,0.023183199,0.070294794,0.033969037,0.19426624,-0.126678123,-0.027294425,0.066334111,-0.092135773,-0.025583577,-0.006471491,-0.003339518,-0.031227553,0.009630771
8,1,3,1,0.64525077,-3.535125566,2.534678442,-3.640365668,-1.083849318,1.021550389,1.77349365,0.053172995,0.079438129,0.061218459,0.52933151,-0.080244561,-0.170287375,0.048240879,0.400287614,-0.088806281,-0.018873925,-0.113500523,-0.521500539,-0.040772755,-0.0476339,0.053270631,0.046037847,0.13136019,0.086935794
8,2,3,1,-0.57776035,-3.126821047,2.875768132,-3.049665128,-0.563511538,1.284214912,0.967190976,0.975936343,0.21337248,-0.126884427,0.265351461,0.165637884,0.075104672,0.162380497,0.276921956,0.354586722,0.385389991,0.095502851,-0.226284696,-0.267430697,-0.023500021,-0.029524942,0.057566123,0.099618574,-0.076855461
8,3,3,1,-0.359030056,-2.576880272,1.780915548,-2.46597421,-0.015972066,1.003014163,1.344240215,0.097024753,-0.544914591,-0.201933418,0.174985282,0.203503401,0.53112645,0.02436416,0.379917596,0.090246723,0.169839919,-0.342205288,-0.076894267,-0.181299764,-0.25923388,0.117946324,-0.191688062,0.000719442,-0.0457677
8,4,3,1,-0.558462602,-2.631534364,2.940822758,-2.480998695,-0.003679207,1.721966633,0.143936194,2.10655426,0.22098699,-0.25057131,0.047059226,-0.026059497,0.415004203,0.033862599,0.158297279,0.269557288,0.487671643,0.097004332,0.126742839,-0.126407538,0.194712276,-0.018717266,0.007831849,-0.08857967,-0.087588747
8,5,3,1,-0.320013683,-2.514229733,2.649050275,-2.41539643,-0.274151785,1.31207702,0.391493502,1.369557073,0.239628598,-0.108079671,0.025697927,0.136418441,0.438045159,0.164914308,0.214520219,0.25912511,0.320522838,0.191224217,0.040229434,-0.161996337,0.227121728,-0.020105754,-0.060032199,-0.11966312,-0.102189661
9,1,3,1,-0.090429493,-2.177389746,3.418344325,1.309907563,0.545719161,-0.701726307,-1.692845849,-1.01415313,0.496534119,-0.218530615,-0.113031007,-0.214665957,0.770732947,-0.284452029,-0.019884447,-0.556331369,-0.077839248,-0.22865133,-0.078977659,-0.15627183,0.011662182,0.033654364,-0.126557496,0.05519218,0.114699098
9,2,3,1,-1.298926013,-2.599194307,4.130121962,1.238177097,0.039685893,-0.43712912,-1.976828358,-1.236802025,0.785237025,-0.131757896,0.036860901,0.009012275,0.596722776,-0.444343041,-0.391884511,-0.402029826,0.35408735,-0.224126828,-0.239576749,-0.158259644,-0.028763249,-0.162910702,-0.003210553,0.16256175,0.13227016
9,3,3,1,-0.172069983,-3.3834275,4.20663923,1.121357944,0.494997982,-1.537071889,-1.588939393,-1.005039716,0.335258357,-0.516576872,0.019447528,-0.632230126,0.084992986,-0.240963695,-0.212713835,0.071701664,-0.211699537,-0.037882354,-0.009468167,-0.334807954,0.359793711,0.158344526,-0.186145897,0.025211926,-0.214193936
9,4,3,1,-0.853444141,-2.781757283,4.034668791,1.522404375,0.716861755,-1.335857383,-1.315607052,-1.300380308,0.100372798,-0.736442218,-0.138615428,-0.487132294,0.618900377,-0.295344567,-0.099780776,-0.343715853,-0.14278662,-0.015895054,-0.00719043,-0.082104158,0.297807729,0.210635852,-0.064967276,-0.06328539,-0.016024689
9,5,3,1,0.085621578,-3.089573545,3.488678607,0.91091329,-0.559838513,-1.718878846,-1.012959662,-1.305440016,0.388276087,-0.258991974,0.121015241,-0.742619567,0.027329387,-0.293450014,-0.263357622,-0.154871386,-0.29276236,0.145411174,0.038862479,-0.182792612,0.352430662,0.168136781,-0.076063341,0.044129524,-0.136588059
10,1,4,2,-3.906946375,2.080648265,-1.689055022,-1.561385198,1.183837108,3.201989866,-1.834930133,-2.266258595,0.874369007,0.594638684,-0.196707511,-0.257950947,0.06376097,-0.094532174,-0.090177889,-0.26494002,0.348893499,-0.248505491,-0.187323314,-0.049557078,-0.079363166,-0.657892422,0.423939983,-0.134541602,-0.20074237
10,2,4,2,-3.806587653,3.109338207,-2.506258474,-4.784506434,1.225675788,1.193484915,-0.046276551,0.010543542,-0.097018974,-0.381946121,-0.032109025,1.369381966,-0.328939189,-0.441728375,-0.531607277,-0.476451476,-0.735276294,0.224572886,0.194242422,0.114913199,0.388938748,0.577573607,-0.354957729,0.171792978,-0.06955427
10,3,4,2,-3.981499259,0.093304691,0.359052044,-0.593090447,1.370719632,-1.673229333,1.615656542,0.590854488,-0.345525394,2.65852066,-0.325943802,-0.269314095,-0.648582877,-0.505723332,-0.53735367,-0.296537178,0.889095953,0.235798061,0.107353676,-0.054326672,0.293500641,0.35358485,-0.011814925,-0.217285477,0.08809409
10,4,4,2,-3.057070682,-0.242769189,-0.881467805,-0.830065981,0.4867862,0.703413886,-0.42743407,-1.086140268,0.603066778,1.445664205,-0.135797464,-0.44104272,-0.38830323,-0.526223827,-0.171231188,0.254207577,0.390895927,-0.121496087,0.122463646,-0.034049267,0.028705853,-0.067831127,0.027645427,-0.03000079,0.050756739
