PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Label1,label 2,Label3,label 4
4.329897315,5.667305312,1.680296016,0.255276503,-0.552466759,0.080344434,0.09184772,-0.121118649,-0.146876111,0.370557848,7,5,4,1
-1.963181435,-0.736741802,0.586564962,-0.838522085,-1.721653609,-0.452230049,-0.020750127,-0.887451129,-0.092156717,-0.169980221,7,5,5,1
-1.997400896,-0.830902484,0.470849331,-0.894941558,-1.602661838,-0.707916833,0.118454606,-1.57232827,-0.46288288,-0.087810411,8,1,1,1
0.569422358,-3.020401617,2.90965041,-3.428908546,-1.015262404,1.434498331,-1.044003967,0.239553455,-0.301154038,-0.020561761,8,1,2,1
0.067940897,-1.869777142,-0.340006023,-0.675996382,-2.527151915,-1.294968521,0.696267508,-0.834866857,0.164459345,-0.214808997,8,1,3,1
0.402843534,-1.982570862,-0.036435715,-0.76025517,-2.523009407,-0.8971144,0.522262104,-0.26681071,0.160081231,-0.220380895,8,1,4,1
-3.157810884,0.31322613,0.981956025,-0.437769548,-0.786884673,-0.110755785,-0.118899262,-0.737280561,-0.305703911,-0.452159842,8,1,5,1
-3.393935957,0.493260738,0.762710228,-0.246433148,-0.580126052,-0.138307894,0.172901998,-0.56700466,-0.273843635,-0.22179545,8,2,1,1
-0.540078194,-2.494621181,3.167056205,-2.89671873,-0.503635983,1.414783876,-0.15552076,0.709002944,-0.742188551,-0.125685686,8,2,2,1
-1.543218053,-0.958319683,0.194158785,-0.64579621,-1.404790454,-0.391419047,0.061511414,-1.207617982,-0.493799575,0.022765554,8,2,3,1
-0.046510837,-1.767778464,1.099678106,-1.775048633,-0.682118982,1.011466565,-1.533445453,-0.428276342,0.339534334,-0.148804229,8,2,4,1
-1.424794082,-1.618127388,-0.194970384,-0.614853136,-0.512363252,-0.07664959,-0.129164131,-1.125375974,-0.596555274,-0.301827797,8,2,5,1
-1.314286933,-1.579582964,-0.254383527,-0.554355897,-0.556949148,-0.21774219,0.052792142,-1.083872135,-0.547945637,-0.355839714,8,3,1,1
-0.333903963,-2.196185932,2.011908012,-2.352017386,-0.09920645,1.42674724,-0.732625779,-0.32987291,-0.445166998,-0.375285523,8,3,2,1
0.649015883,-2.841802883,2.729249767,-2.656707358,0.169828822,1.413030482,0.412848213,0.896913644,-1.145176667,-0.049446804,8,3,3,1
-1.281826614,-0.983028737,-0.035683658,-0.326248761,-0.499920941,-0.359945193,0.310083461,-1.773999586,-0.629085161,0.269438541,8,3,4,1
-2.025957124,-0.588160274,0.280467364,-0.398716357,-0.790914642,-0.45369533,0.769605213,-2.028743038,-0.845196525,-0.700305129,8,3,5,1
-2.282861966,-0.374386184,0.359976504,-0.659656759,-0.416537095,0.009884209,-0.231453907,-0.896314393,-0.465633426,-0.461206164,8,4,1,1
-0.498948389,-2.045034486,3.15634249,-2.37570975,0.048146659,1.534100983,0.818730967,1.127403512,-1.438267296,-0.164881209,8,4,2,1
-0.622899062,-2.126945664,3.203422866,-2.525098373,-0.065174294,1.411325601,0.67438034,1.122014943,-1.278687555,-0.183156567,8,4,3,1
-0.827011026,-1.51629108,2.961765501,-2.823737355,0.168293995,1.922849733,-0.596410673,0.023355496,-0.527847219,-0.611492562,8,4,4,1
-0.836629588,-1.008075397,0.008985477,-0.593844022,-0.893196362,-0.174261697,-0.096771,-0.671933116,-0.431287457,-0.078511852,8,4,5,1
-1.108131676,-0.86243097,0.193883151,-0.595510243,-0.890219053,-0.334392441,0.344077513,-1.003989462,-0.483094024,-0.365586449,8,5,1,1
-0.267106675,-1.979229653,2.858550731,-2.30128731,-0.219459312,1.273153973,0.335562675,0.79808696,-0.919998169,-0.061273186,8,5,2,1
-0.437157853,-1.564842702,1.97381717,-2.055678743,-0.306392923,1.066058566,-0.615002015,-0.188480297,-0.408096907,-0.294227449,8,5,3,1
-0.937139426,-0.930057631,0.01812655,-0.316614498,-1.129529483,-0.439637165,0.34458199,-1.939511023,-0.432353964,-0.122855547,8,5,4,1
-1.313481125,-0.1769882,0.10480586,0.107026303,0.188648103,-0.383205157,0.52759944,-0.167622363,-0.225743166,-0.014798587,8,5,5,1
-1.820566725,-0.221033008,0.195666077,-0.122521992,0.746063454,-0.49598627,0.147326765,-1.299592445,-1.070114342,1.279588381,9,1,1,1
-0.108684601,-1.398351346,3.52815028,1.310068263,0.55575943,-0.891414903,0.814776423,-0.192156683,1.405204042,0.025790377,9,1,2,1
-0.462709418,-0.065519454,-0.500893277,0.023992943,-0.344400986,-0.28698417,0.722020596,-0.519018981,-0.559825126,0.206481298,9,1,3,1
-1.659761725,0.867160578,-0.088411405,0.125944286,0.103039372,-0.282678171,0.370754552,-0.679400299,-0.612450906,0.417413285,9,1,4,1
-2.277291853,-0.026038267,0.244693224,0.030386579,-0.416948631,-0.759055135,0.153660023,-0.579881479,-0.275394281,0.343660201,9,1,5,1
-2.330042831,-0.086691259,0.510647821,-0.260640067,0.266238129,-0.368872172,-0.211345926,-0.473583021,-0.548482924,0.785705162,9,2,1,1
-1.238186021,-1.543275605,4.278134862,1.244756661,0.055105887,-0.771837877,1.129088926,-0.032971933,1.710361366,0.201816413,9,2,2,1
-1.054089139,-0.382473784,0.053689964,-0.238016743,-1.318088846,-0.339664706,0.836227827,-0.772279354,0.081682651,-0.606665888,9,2,3,1
-1.403365226,-0.139513609,-0.147791185,-0.030000283,-0.643738216,-0.389175836,0.572253274,-0.444149388,-0.340503004,0.463400621,9,2,4,1
-1.439282381,-0.846715457,0.301509559,-0.503574879,-0.43274936,-0.271695984,0.290174736,-0.162299297,-0.05668102,-0.627853844,9,2,5,1
-1.390468738,-0.526387386,0.025448855,-0.364619804,-0.287406011,-0.333512928,0.071823321,-0.054064506,-0.075808892,-0.366523511,9,3,1,1
-0.278609366,-2.391127047,4.497044763,1.131388347,0.597249323,-1.629611804,0.528498402,-0.151655249,1.368379432,-0.264066591,9,3,2,1
0.806924535,-2.484437099,3.790226472,0.747264013,0.498930117,-1.532812545,-0.201402919,-0.336991726,0.877406979,-0.525993226,9,3,3,1
-0.001155049,-1.375409667,0.601894253,0.072732881,-0.374063726,-0.595938205,0.495553094,-0.302704317,0.239889295,-0.104846894,9,3,4,1
-1.773829673,-0.598248326,0.26827359,0.102023038,0.184508656,-0.456406811,0.481252284,-0.317124215,-0.16152545,-0.061933938,9,3,5,1
-1.492728568,-0.587172926,0.367669656,-0.170170654,0.131702574,-0.286465781,0.407491525,-0.036957816,-0.175411108,-0.336535047,9,4,1,1
-0.876312097,-1.796091152,4.210862836,1.470444473,0.739949115,-1.270837422,0.28970569,-0.531749422,1.463111053,-0.528813329,9,4,2,1
-1.828569358,-0.909684317,3.862357384,1.680835697,0.532226534,-0.619652915,1.492572701,-0.006264526,1.832525479,0.270037228,9,4,3,1
-1.237702891,-0.868880776,3.300033526,0.520367013,0.88137921,-0.721286841,0.774157,-0.07710184,0.990197311,-0.100861384,9,4,4,1
-1.955580871,-0.44398345,0.058070948,-0.237986598,-0.998084855,-0.791786293,0.225086446,-0.367839165,-0.129695866,0.278322559,9,4,5,1
-1.511319091,-0.831571923,0.437736971,-0.36032322,-0.722866617,-0.530163392,-0.025528705,-0.178926695,0.097596864,0.333498941,9,5,1,1
0.001962559,-2.2184104,3.803297707,0.929408749,-0.393329945,-1.668799571,-0.074943347,-0.242138619,1.424731445,-0.06164764,9,5,2,1
-0.592066758,-2.172103886,4.236954761,1.105223512,-0.20297937,-1.406490589,0.440470742,-0.299238643,1.72560937,0.04823174,9,5,3,1
