PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,label 1,label 2,label 3,label 4
-6.242005042,9.013221953,22.32391424,3.971764439,-7.285463353,-10.64513156,-1.068252698,2.357295618,-1.171396357,-0.804318178,13,4,5,2
1.417253826,-2.496697465,-3.886928007,-2.888566269,-3.532395141,1.424661566,-5.217374045,-6.195119031,-0.312007787,4.307366996,13,5,1,2
-8.135055646,-9.886453353,-2.031982781,-1.063578124,-1.424095864,6.193890044,-14.25921645,-3.819923526,3.838270079,8.48210361,13,5,2,2
-1.727298446,-6.004868709,2.060736067,-1.848470042,-2.220930495,4.168641657,-6.844877277,-3.478912685,5.823895586,-1.927772139,13,5,3,2
-7.570901593,6.600127537,30.23917586,6.356593509,-11.09292256,-4.240840788,-1.254601311,-2.922533164,-0.46433339,-0.954971849,13,5,4,2
-8.993888785,6.950260154,25.32796235,4.645270528,-9.145428353,-4.038733653,-3.558376571,-1.091072115,0.517968321,1.670187722,13,5,5,2
-5.164530425,-10.00633185,-4.659361861,3.707918862,-1.788628136,3.727194647,-12.67784931,-0.059797181,7.015034814,8.156576146,14,1,1,2
-3.530218836,-7.104766253,-5.215821111,2.17351199,0.549054543,0.061578602,-4.534233888,3.585583486,-7.678751892,3.29228878,14,1,2,2
-1.458218529,-7.755203602,9.579051275,-2.552908756,17.83511554,-2.002288644,8.96470475,0.363198648,7.697181747,-6.035481108,14,1,3,2
-0.945272132,-4.767083246,5.083286063,2.273540453,17.3550332,-0.779983869,2.94685132,2.968575879,2.105612014,4.133923804,14,1,4,2
-1.446503294,-7.709861568,-1.553894268,2.86282938,4.274622499,2.278749145,-4.707966343,4.566151225,-2.068929752,-2.485109519,14,1,5,2
-3.415647683,-10.30722506,0.191717681,-1.969942491,-3.260654394,0.87739973,-3.909569609,8.388551496,-7.499233554,-11.97496145,14,2,1,2
-3.745677989,-11.73216987,-1.350552448,-0.874934789,1.112150278,2.113345533,-3.026006111,7.486370127,-8.480778035,-2.697509688,14,2,2,2
-3.760549369,-8.522339151,0.310093558,-1.841603634,6.15996353,0.453781157,-0.421588403,2.443078955,7.855041504,2.485888605,14,2,3,2
-4.816420891,-8.758571351,2.122787514,5.975285934,10.03759081,2.276153819,-1.994627395,0.834818866,0.001399037,3.381363104,14,2,4,2
-6.392420633,-10.6153529,7.413993777,-12.68772968,6.793020814,-2.670593577,6.337312379,14.22140164,-3.024837844,2.229369635,14,2,5,2
-6.207350497,-10.26052356,-4.048535072,5.151610518,2.824959806,0.40539489,-8.234966323,-1.461597233,-1.855391865,-4.852785064,14,3,1,2
-1.719337539,-9.380704632,-1.373669875,-1.639740489,-4.477641508,-1.647841144,-4.754164558,1.542304961,-5.406495443,-6.09809858,14,3,2,2
-4.81050166,-6.751296887,1.134416695,4.80188719,9.073720053,2.179727739,-5.032945564,0.924036255,-1.249950507,0.056816259,14,3,3,2
-3.821789709,-8.689569427,-1.896609675,4.238728688,5.750784403,3.346180127,-4.484601437,4.46630842,-1.934920112,2.287520516,14,3,4,2
-3.543832829,-7.075906719,1.192157733,3.799924717,5.547041449,0.376133228,-6.712688618,5.599576126,-4.75020733,-1.915640656,14,3,5,2
-1.163364441,-9.999260556,-4.277817825,-0.119953844,-2.09699416,1.500747633,-8.117063192,3.907073906,1.999538515,0.99161067,14,4,1,2
-4.872707341,-8.152683505,-3.777866833,5.184137949,2.744379667,1.140781004,-7.810132633,-1.653522401,-3.452846046,-2.834442773,14,4,2,2
-2.798410615,-6.763644974,8.185022104,1.255154274,23.48409348,-0.844213651,5.469423293,0.287834876,9.433589094,1.582235183,14,4,3,2
-1.971150277,-6.732607371,9.894848014,-0.878436447,19.74973222,0.657196538,7.734726704,-2.13553783,7.304027073,-8.769629014,14,4,4,2
-5.964718691,-8.942226905,1.328029327,0.685229166,6.547836885,2.165633357,0.004534194,4.048356605,2.336321587,1.627197885,14,4,5,2
-1.884500054,-10.32164194,-3.388304609,1.051390255,-2.260509143,0.260928507,-7.562210499,3.467394267,2.159952922,0.928659551,14,5,1,2
-3.235927619,-10.7163133,-2.93097797,0.830035368,-1.28967993,2.857316105,-5.996226994,4.347617226,-7.743927014,-1.411138313,14,5,2,2
-2.079229343,-7.92812602,9.945508965,1.85449782,21.1436474,-2.580295835,6.575686156,0.454513344,10.81667793,-1.182606216,14,5,3,2
-1.589208497,-8.432691424,2.06850087,6.127077904,7.916478744,2.718993154,-3.422941025,1.037270543,0.036402429,2.270252725,14,5,4,2
-4.833023024,-7.743596832,6.182462983,1.889069289,8.364570599,-0.875230285,-4.03253891,1.733687855,-4.11792549,0.263320187,14,5,5,2
-11.89628284,-2.875484666,-4.909733525,0.054470036,4.800952153,-6.087010081,7.208954943,-10.57713084,-1.977213492,11.4481025,6,1,1,1
-14.95867707,-2.728954239,-7.091970921,-0.47746504,1.606993593,-3.748469035,4.291595795,-8.222176893,-4.181881315,2.205367327,6,1,2,1
-3.144351469,7.989704189,-18.84420409,15.33764443,-3.755098077,-9.554820924,-3.588904938,-2.168623709,1.282814021,8.666726047,6,1,3,1
-3.79137075,7.717759839,-11.67718043,12.16708558,3.115326062,-6.52994174,0.843061339,3.174500708,-1.837183781,-2.304662521,6,1,4,1
-5.30192284,13.01174332,-4.761175948,-4.287599191,-0.747668005,-0.373562302,6.473787192,4.970420433,-5.872584173,-0.614354983,6,1,5,1
30.56484388,4.085355559,0.677225525,-0.273623311,-1.142555177,-0.022297726,0.261853841,-2.871702124,-0.261501644,1.497395729,6,2,1,1
31.39143879,4.606672996,0.618590877,-0.457954001,-1.199843605,-0.294458861,0.165452068,-2.776720706,-1.384017135,0.125879919,6,2,2,1
30.76972148,4.518453921,0.101301137,1.274951513,-1.595767833,-0.57863175,-0.543224188,-1.715392686,-0.181393548,-0.228659532,6,2,3,1
31.22541008,4.036622337,0.691437027,-0.248651547,-1.184325979,0.124357665,-0.726962006,-2.377711785,-0.335494235,0.410058341,6,2,4,1
31.4605884,4.068092841,0.95570871,0.401414617,-1.339554558,0.243672042,-0.729130564,-1.260161889,-0.954649597,1.082964775,6,2,5,1
-14.18300743,3.369548509,1.892767982,-8.60666543,-3.988393538,5.437217262,1.747498057,-13.16392597,11.17614262,-9.804325312,6,3,1,1
-14.26918601,4.21099912,0.490057637,-5.064462263,-2.623454494,1.627078128,0.428112595,-12.69337602,1.72761219,-2.57368278,6,3,2,1
-5.442850459,6.776941853,-2.926596309,-7.871003168,1.67244601,2.423059517,-0.261645632,-12.23268099,-2.460416411,0.818198145,6,3,3,1
-5.181138077,4.117463067,-9.37282993,-0.413815688,-9.033217919,4.069166826,-9.304421322,-8.440638431,1.09999604,2.737544147,6,3,4,1
-1.24728515,6.638373825,-2.573533086,0.719234531,-5.515473457,6.548576466,-2.904365164,-8.538698497,0.327463649,8.245329904,6,3,5,1
-9.41020448,17.64205367,-3.927785194,-5.179557278,5.863514211,-0.067047713,6.489187192,-5.948583409,-4.867392122,0.779251812,6,4,1,1
-9.39955383,14.91562454,-1.368070713,-5.328701382,-0.560668589,0.242164082,9.82402702,-9.704273812,5.199844101,2.881662248,6,4,2,1
-6.009915356,19.65021569,-10.92370782,12.70022598,-0.701650711,-3.62065947,2.328576808,2.531576499,1.587895304,-10.98658025,6,4,3,1
-5.755011185,17.17972246,-14.22031041,13.33737766,-1.66022995,-1.485711057,-2.084667252,-2.117748787,3.897439579,-2.67915362,6,4,4,1
-2.176949044,17.17510943,1.126556625,-2.297828799,-0.607358067,3.945786857,2.797188601,5.61439977,1.561750039,1.158198042,6,4,5,1
-7.583768759,29.00747208,-3.747483794,-6.641654514,7.214821969,8.345014296,1.796343479,0.860015569,-2.412015532,7.514612013,7,1,1,1
-7.435154144,25.93210892,-4.069394583,-6.350719379,5.596901313,12.5739446,0.521514891,7.922786472,-9.140594988,4.621456792,7,1,2,1
2.817362922,23.01333954,1.307171624,5.281202285,11.79844347,16.0910762,-7.247709291,2.523336894,5.58554588,0.606243175,7,1,3,1
1.188366348,27.12325679,-3.888940442,-5.536002454,4.429673558,10.76893463,-3.134482113,7.721001136,-1.965121634,-6.393986555,7,1,4,1
3.515731587,24.20014846,-2.558288536,-7.128647244,2.896275048,11.6037976,-3.193809729,10.36158545,-2.864814432,-7.793583321,7,1,5,1
-14.02428669,14.78014848,-2.733220249,-6.620894301,2.569969874,4.12408267,-0.158049912,0.318562283,-1.532268497,-10.13750785,7,2,1,1
35.20639022,3.122530258,1.344392367,0.218345663,-1.53306893,-0.180060635,-0.629465268,-1.762338841,-0.543725399,0.530812451,7,2,2,1
35.23697861,3.094847083,1.35669163,0.21503286,-1.524847786,-0.185608703,-0.581391019,-1.763666197,-0.564866285,0.567713315,7,2,3,1
-4.692634579,22.69903448,-6.74656104,-4.326902452,4.943769561,9.140858067,1.49846981,-1.632500727,1.525234959,-2.090809008,7,2,4,1
35.16188568,3.125663404,1.363914166,0.197072044,-1.497631702,-0.173448715,-0.637282531,-1.764717541,-0.521646423,0.610971795,7,2,5,1
-10.85993723,13.70866007,-7.985735818,-5.666857325,5.502513661,11.40150493,-4.032738188,7.206939773,-3.680835245,7.54739754,7,3,1,1
35.2363201,3.152098166,1.330243239,0.220744152,-1.528065969,-0.207223366,-0.612449277,-1.781306736,-0.583996329,0.595744788,7,3,2,1
35.21779735,3.110922839,1.309210768,0.206256295,-1.469292701,-0.178613476,-0.647015757,-1.738281038,-0.508495476,0.620132677,7,3,3,1
-1.816115701,26.3502333,-6.66860367,0.431531471,3.027530217,9.550129146,-5.578069748,2.725000653,0.544321892,9.077732957,7,3,4,1
35.26649093,3.077453914,1.345527965,0.233188934,-1.510546752,-0.196314253,-0.680185476,-1.693195,-0.584795343,0.537560661,7,3,5,1
-14.27526219,19.72290167,-2.891347336,-10.28962874,0.864316142,8.413500568,-3.080180026,3.205081478,0.629543435,-4.34651835,7,4,1,1
35.28923795,3.06844973,1.355435597,0.28844329,-1.513247308,-0.164421816,-0.665376294,-1.695792931,-0.542705029,0.529022941,7,4,2,1
35.17188032,3.106038729,1.34330628,0.224525534,-1.461656027,-0.237382587,-0.613677064,-1.78302465,-0.492165149,0.614816429,7,4,3,1
-3.416767318,29.68320802,0.054752616,-4.458207531,1.289461182,15.13271988,-2.960531185,5.661168669,3.431425704,1.097608547,7,4,4,1
35.19546412,3.077237984,1.333093988,0.189692938,-1.504785306,-0.194965767,-0.668507999,-1.768361444,-0.583807538,0.534347349,7,4,5,1
-7.023484321,17.53407657,-6.983648977,-10.31903943,2.66289369,7.749525279,-1.891933793,-12.8356282,5.148695722,-1.44169574,7,5,1,1
35.26758951,3.037920148,1.35341645,0.176159231,-1.483371891,-0.229147716,-0.669799337,-1.682890585,-0.53836301,0.58536442,7,5,2,1
35.24715546,3.074045242,1.35060059,0.226330934,-1.530535287,-0.207931815,-0.638362934,-1.734448872,-0.520125125,0.586086575,7,5,3,1
-4.832701236,11.42257049,-5.21342269,-4.643178661,-0.130951387,15.5762297,-5.133009559,2.036403998,6.413819241,-9.185557294,7,5,4,1
35.30647429,3.138010971,1.32470809,0.199529648,-1.521506477,-0.199912318,-0.666687895,-1.775678539,-0.577984169,0.573612663,7,5,5,1
-4.433662242,-1.503230079,-4.547658159,-1.712917949,0.933391673,-4.014645566,6.710160058,-1.547866693,-8.473565941,1.729577238,8,1,1,1
-6.377709764,0.477829008,-0.848281071,-1.556115709,-0.498181938,-5.145055341,12.70724969,-4.670701055,-2.755471811,1.882678055,8,1,2,1
-3.671312796,7.803268239,-12.07522398,20.90584585,1.669637426,-8.141897998,4.691995331,6.757792092,8.533074843,-2.415701558,8,1,3,1
-5.653119899,7.721278924,-5.456125499,-1.726181399,4.061555253,-4.78204581,8.443103558,-3.920463626,-10.67820594,2.103779443,8,1,4,1
-3.658936427,6.774729145,-6.331415372,-3.766727436,0.81691434,-3.125909834,6.900635639,1.283301532,-7.29390809,4.208346506,8,1,5,1
-3.621679614,-5.567096047,2.684614813,-3.549170228,-1.467986223,-5.716131247,7.54246823,0.356026215,-5.613507463,-7.18893146,8,2,1,1
-4.26086733,-7.368541184,3.642222691,-1.284080029,-1.678225557,-4.901958823,7.356506228,-0.639992685,-4.150404781,-7.774022687,8,2,2,1
-2.213585878,6.1945072,-16.24326914,23.88751759,-1.82158381,-10.96291953,-3.278987896,2.90814871,0.002160052,2.088201903,8,2,3,1
-3.889113612,0.715124791,-3.228113398,1.330297316,1.989265459,-8.281790242,6.214415708,-5.266025883,-8.318602879,-2.265886387,8,2,4,1
-3.079768687,1.580439066,-4.625684747,7.848910394,2.770624662,-3.245967539,-3.35280406,3.663459334,0.132151292,-1.618369985,8,2,5,1
-6.690981331,0.0055784,-3.778452294,-0.916458204,-0.178165204,-4.564714318,1.085546013,-5.762900812,-9.993651298,3.1697538,8,3,1,1
-6.218957089,0.244946721,-3.704025162,-2.011464644,0.070502299,-4.313674586,2.255063593,-4.366044423,-9.633490077,3.377916488,8,3,2,1
-1.970664335,2.90101987,-8.383792071,10.9773455,-0.28179722,-4.528350961,0.844164571,3.622012269,-0.454386869,-0.316400249,8,3,3,1
-3.274522144,7.665338208,-12.99075409,19.75101249,-0.963374505,-8.715850368,3.84528144,2.430658071,8.739297825,-4.237916852,8,3,4,1
-6.366646727,0.189269698,-3.094988346,-0.234526151,1.998492429,-6.596865885,5.074124707,-13.10792224,-6.460635598,-0.336840693,8,3,5,1
-4.242558816,-1.668313709,-2.168447978,0.33705069,8.727236066,-5.755528548,4.371980389,-4.742755488,-8.333372728,15.22162809,8,4,1,1
-4.256306632,-3.621110137,-2.950278167,-4.744377971,-0.165642837,-3.687866141,2.344355527,-3.519556415,-8.922555399,0.904143715,8,4,2,1
-3.546901027,4.41150754,-9.258654928,14.50458943,-5.903207338,-11.0510809,5.057174244,1.625435924,2.57200726,-11.29004127,8,4,3,1
-5.260451216,3.112634989,-15.7317755,23.038696,-0.705181387,-9.832055015,-2.543408495,2.398159796,1.213013065,1.186373313,8,4,4,1
-1.54512206,3.475896183,-7.725196374,13.00421735,-4.903380726,-5.932854023,5.530636019,6.793645381,0.291579858,-8.026263283,8,4,5,1
-2.902984918,-1.081204276,-1.746468009,-2.085443467,0.318045691,-5.149922996,0.077974102,-0.289371942,-7.179986667,3.824114805,8,5,1,1
-3.187321738,-0.64130628,-3.459778283,1.386487655,6.207585041,-3.625424429,-0.267867125,-2.383209348,-5.150141017,13.77760522,8,5,2,1
-3.47868205,4.521695827,-10.12894614,11.13585261,-5.566835404,-8.648639475,4.210636248,1.667719733,1.138112285,-6.684660165,8,5,3,1
-1.028071334,2.193939995,-7.602786516,11.16906022,0.728377677,-4.590106913,-0.225152813,1.721266085,-0.564629385,-0.146793574,8,5,4,1
-3.626569432,1.791674089,-2.907619497,-0.483858706,1.541335708,-6.239765565,5.535692107,-9.092892105,-9.659451247,2.297887044,8,5,5,1
-2.984202949,-3.02048662,-1.129467408,-2.898959822,0.148188276,-1.222650558,-1.546517692,-4.562747698,-3.064616695,-2.043901278,9,1,1,1
-6.451304176,-7.896846814,-1.812473928,-0.458470135,-2.923641455,-2.917250035,-0.383908732,-9.569801632,6.431898705,-3.358748174,9,1,2,1
1.945106975,-2.262129272,-7.127116466,-14.04436177,-8.781598707,-9.121016728,4.133111345,6.446388592,10.43933366,1.324346701,9,1,3,1
-2.407060647,-0.251873908,1.030692721,-2.837210921,3.194977323,-2.695787823,0.683675622,-5.899937532,0.997203112,3.187290875,9,1,4,1
0.531691328,-5.714599139,1.193204697,-0.886515736,3.614608228,-3.004793358,-2.367407362,-7.201947037,1.420692946,-0.101189948,9,1,5,1
-3.978432024,-5.610897004,-2.818000887,-2.590573322,0.614362067,-2.667716167,0.939725156,-5.275764076,-1.596170793,-1.572871456,9,2,1,1
-3.416552846,-6.717597692,-3.093853016,-2.584032957,-2.554253693,-2.88573675,-0.633015565,-7.76320589,0.613111389,-5.998635665,9,2,2,1
-0.446352032,-3.824693382,-6.699932016,-13.04764237,-8.042568399,-10.49272234,3.411020277,6.761002744,7.468565134,3.176854597,9,2,3,1
-1.40786686,0.52899071,1.087052353,0.244427282,2.737642887,-4.319097102,7.202476191,-2.767675821,0.941118534,2.541927261,9,2,4,1
-2.261676997,-2.23682574,1.079331255,-2.105585611,2.899439924,-4.414151377,1.081834053,-6.579630837,1.105139356,0.061360253,9,2,5,1
-5.497650529,-1.079115362,-4.204537869,-0.180078086,-0.126189679,-3.291778838,2.455672011,-4.041168632,-4.774503176,-6.380642262,9,3,1,1
-4.993192078,-1.531445426,-2.959194856,-0.592372603,-1.444814448,-2.02484619,1.320696582,-2.815122446,-2.866077269,-5.847126552,9,3,2,1
1.845222271,-2.373600775,-10.7419824,-15.05766945,-11.0202622,-9.509904792,4.614072744,8.642107881,10.64408645,4.859973341,9,3,3,1
1.554839428,1.321838796,-9.944976247,-11.21988637,-9.717636989,-7.684926447,3.201164653,8.463833963,8.590752212,3.737037401,9,3,4,1
0.066936181,0.110609385,-5.286038528,-6.156439209,-2.791858161,-4.941686777,2.776283519,-0.837935369,1.864810168,-1.820110668,9,3,5,1
-3.370856402,-3.995887327,-1.622289809,-1.89002076,-1.098036938,-2.309739484,-1.64359029,-4.670008077,-0.59999245,-0.617190139,9,4,1,1
-0.443713257,-3.772132271,-2.914316123,0.542218219,-2.276172983,-2.490696496,-1.448245155,-3.781942841,0.777122457,-1.59889455,9,4,2,1
-0.432267551,-4.321931496,-8.456744716,-16.95137548,-9.836373015,-7.018456893,5.437810307,8.947102584,10.01765464,6.002329176,9,4,3,1
-3.437145922,-7.954318405,-4.628296001,-15.34878538,-6.333040057,-10.37595166,4.668087335,8.202974529,8.639880665,0.281184097,9,4,4,1
-0.298428906,-4.302861975,-6.464310208,-11.87066654,-6.917925771,-7.215003498,3.58286054,3.529883372,3.913687751,-4.50103191,9,4,5,1
-4.191916585,-4.067762258,-3.143050472,-2.544601863,1.803410116,-3.641644547,2.30534408,-3.755900282,-0.886725175,-1.911640615,9,5,1,1
-3.907523227,-3.247738262,-2.920211874,-0.885427352,0.874892344,-2.494203397,0.986971176,-2.638410654,-0.410537859,-1.240758193,9,5,2,1
