PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
-1.3250762292211316,-1.2988293305720102,-0.28204475439219545,-0.6557118912924712,-1.2547294008623033,-0.12230665991262621,0.49403596928568,-1.2961521225018147,-0.3313723357605094,0.9871493088617872,0.7257594241438684,-0.5255632411742784,1.0451967017400907,-0.7834034376519946,-1.029391498996212
-0.4907251996629348,-1.3918114305806684,2.2967114700887516,2.3418893606265385,-0.3344785993990497,2.6226340927402787,2.672692958170694,1.2262907189488894,0.58012871748837,-0.04416089269678455,0.4962349460946604,0.5764933110802979,-0.651003698739237,-0.6450198437967807,0.4518421032598707
-1.4817473812386945,-1.511650014720558,2.015707144386767,0.5582580381119833,-0.5531664256946869,2.2137246074041323,2.2460909918913914,-0.41939356762355273,0.2954277739381957,0.2386479810653169,0.44544592096657504,-0.39370020120780275,0.5461659152013476,-0.94601908392181,-0.2995065583930243
-0.26865705937844625,-2.2071100887941757,-0.5349490934994883,0.40187397410811154,-0.7756296717747342,1.9663606908782134,-1.241583092690056,0.24045068476278292,0.8636766211418867,-0.20196074204409933,0.13900745128407951,-0.1666595847687163,0.1225275243064317,-0.6688426176554348,-0.49803208952715217
-0.5363651043636536,-1.978136024969871,-0.1419909073462964,-0.6742396409067393,0.5340694029853648,1.2404513671794863,-1.5316319586359695,0.5495092651488613,-2.0746679706597937,1.2298362717881388,-0.041058947234683354,-1.2765629896341932,-0.6121688197705427,0.8066351736775995,0.0693759323093435
-0.7177563272490763,-1.8930225968732812,-0.019311180406241985,-1.5163180912607825,-1.292015039474428,0.4900224718422876,0.17265081710446828,-0.32833383722552945,-1.1726228539056374,-0.15396979090007934,0.07141768269689895,-0.46321640713592477,-0.7857016415437861,0.2057974862659082,-0.5356747500567982
-1.0766672532540829,-2.1294304827000485,-0.029481892449763018,-0.775769568298614,-0.43284235963544965,1.0062442914693572,-0.8704980592691188,0.18298484046594599,-0.34926759340536917,-0.6695906438769043,-0.08216313887916928,-1.2506737918445436,1.2020533347072486,0.24806291365768554,0.22015416678318145
-0.9934290211712471,-1.788757051648658,1.0045329710000006,1.4250739165214703,0.02724106686620295,2.749118765332406,3.6680322266776844,1.9823286158446616,0.2571579648795729,0.9592062783491067,0.44917643814767694,-0.6214154038335653,-0.18606706720743424,0.35840591635711766,-0.30534961160707424
-0.1790589084093922,-1.2481222129443563,0.36991303423587796,0.5632911678333243,-0.5307549723479789,0.5317232554069561,0.5189535310795625,0.587790060153554,-1.014500562430963,-0.6038824175201973,0.9892262163769996,-0.034285208334246454,0.5250438917515069,0.03257662912829428,0.5197005665943907
-0.702929209115739,-1.9348895263293073,-0.16499546783995653,-1.3993162459652513,-1.5734579989395945,-0.48123146163825054,0.4440920405869766,-0.6548692656105434,-1.3411330904557623,-0.3015100552298577,0.1696949904737514,0.1726119851185258,0.08601297414611019,-0.07836857986855883,1.1446938308006867
-0.7789760292995607,-1.835828579714856,-0.5693875223067731,-1.0597799787313904,-1.3407141682813604,0.2180646801980131,0.21507211636364826,-0.5945775604052366,-0.8710219643841747,0.6459758417919426,0.23201099780894424,-0.08834367042629104,-0.1999994711543793,-0.355685830772626,-0.9265751843067762
-1.0039626371978025,-1.2526886142158524,1.9404853654662697,0.8594620769862229,-0.11683540628525418,1.6344646568948518,2.984478961977043,0.3767595540523627,0.17875147352907017,0.12163218522217668,-0.3833246806290883,0.24666429863557504,0.015049365547150069,-0.1653717967403555,0.35689036399010005
-1.261565795032316,-2.351145570320329,-0.830600580320217,0.3972411280168259,-0.937795816745609,1.7479119433932981,-1.2987223017829357,-0.07010510446117332,2.015231557094669,-0.206250327736469,-1.2670330128582337,0.4620640461861845,-0.5136307583921081,-1.1882184936274913,-1.1804242803450464
-0.45133323374348094,-1.0279442535129015,1.396063835003048,0.947831889328867,-0.47737257748978257,0.7827575916378039,1.7780127025447234,0.4581358883361202,-0.05098810537269205,-0.05404051739870272,0.3795252314014845,-0.03673785858946347,0.3353598562778316,-0.41384263971981644,-0.16856930011474627
-0.879041761426636,-2.0656792475953454,0.2750756538468549,-0.7621955751902211,-0.5448294903430491,0.27386674061202504,0.8481202474786483,-1.1923145164226516,-1.0318420591411936,-1.607672311593986,-1.2205365380193622,-0.18023756919757336,-0.5011650653098423,0.5443437112395096,-0.23597421828049084
-0.7693472028903457,-1.4916831185532924,-1.2671906047077217,-0.6799370214966264,-1.3500210640493864,-0.36242951643170296,1.2750049787511757,-0.9305943041298315,0.06099459183247482,0.935186422490523,0.5849350746161683,1.4496213310871031,0.13752199114017555,0.2323814753278022,2.2897874603973074
-1.7526798548066433,-2.2146649030590577,1.360189342615178,1.860646765657285,0.7752203457381132,2.798216631849996,3.622643667528272,2.198921919035341,-0.2597883736814293,-0.2908042646614437,-0.26174081606806393,1.6318909670513044,-2.0144380918572975,0.8069807276764032,0.0871957145826111
-1.3181356639543065,-1.4154562878500154,0.5341292312206493,0.7067990171531312,-0.8699813202808979,1.2983399033458756,-0.12204518327438935,0.4241441491459879,0.8813046049750513,0.2625482594099538,-0.8406492039503908,-0.16983936035679034,0.15841100513694958,-1.3740448478978242,-0.45408259549370245
-1.6386547820056412,-0.6641585383503011,1.7344326043782399,1.8265549634478915,-0.17217545325692327,2.318854473456885,2.8919713651464742,1.3149692988889718,-0.003169130059397189,1.1261882602635138,0.13495547544351216,0.0036736083317323717,-0.7726506162650686,-1.2525192907227813,-0.46124710532576213
1.7118376655052072,-1.1459575160182978,0.29381539388107397,-0.6409581799835478,-0.7910449346848483,0.7897827287599745,0.10221566142324166,-0.7236836045091228,0.3247177514957106,-0.05814730720509924,-0.3067266391071329,0.1768093664021084,0.8671726457656965,-0.01504319227296978,-0.22654223059404618
1.7401879916175704,-0.9579738063833364,0.20821338058702882,-0.023734216974007964,-0.3581918034033209,-0.00027985050623325535,0.15535169479975822,-1.0385464622987925,-0.1902032549389456,0.12140949572106018,-0.05811057845285954,-0.1628669176888023,-0.2248205191123317,0.26086574833889337,-0.11716960096602157
1.202926749277936,-1.9862320799061286,-0.13898184190394752,-0.4866591926108834,-0.41426728486341047,1.042123348116272,-1.5159077818098103,-0.5308863010135169,0.10569979574113679,-0.7356453166274289,-0.6810046139400653,-0.22286927745037505,0.7880165004597086,-0.18276776063622455,-0.25358102924914555
1.348371306347437,-1.7250267375745192,0.6161463526539928,1.021873610065521,-0.36754872151797785,1.9513419332115165,2.415701994174119,0.39337232906533576,0.21020400343531073,0.11086992286674376,0.36197717518642836,-0.22089678064284426,0.42817078892281546,-0.051656768049950334,-0.13526168726049717
1.6643343584806896,-1.4030549277460103,0.9570183590001883,0.8907049364959925,-0.34686093710839155,1.2125991379456957,1.9547737427142338,0.2287477848008134,0.4133696995581809,-0.03806722497019781,0.1833059734254094,0.31966149647211783,0.014297931741697753,-0.2393239129539636,-0.3339505107339773
-0.8870952662408028,-1.9149772673521401,-0.48586651773321093,-0.30029475149526164,0.031800081803746175,0.12820866639221892,0.3025633185560067,-0.8815274882453539,-1.7260639464142458,-0.7228011920544714,-0.033816233027606654,0.5234402542002913,0.2692032809994048,0.5363161964992988,0.12572276860884013
-0.13151360183243618,-1.4839800280851512,-0.06727513378191781,-0.15071914316407684,-0.6662302419124325,-0.046945204231758506,0.07086449785129964,-0.20386335632489663,-1.9200652568574657,-2.043011775580562,0.2691082937759125,-0.06824525301196975,0.6340795935271313,-1.0063996378377777,1.7159914822939208
0.15887213394840047,-1.6023678142550808,1.223489737442915,-1.4063659360682583,2.6112004579241197,-1.319469336519011,0.4202735888295395,0.8798248619539492,1.216298756922634,-0.9247319291937823,0.3881632974824173,0.2761743039484892,-0.2421287185912418,-0.6706239525558105,0.22154512894719167
0.061732254224578,-1.4894035601556128,0.7989267612388977,-1.4817967437310586,2.970508571865095,-0.8947730915921466,-0.029351599438409832,0.45360333971421185,0.0518085903328928,0.23247136270472318,0.550740481881512,0.2333806511300219,-0.23881856719587713,-0.47771261225627076,0.03350954612021943
-0.1888059769471022,-1.135730255800443,1.2256160744651623,-0.8697890804426088,0.7858676905063792,-0.787661299874003,0.12730732658339602,-0.07476806603310734,-0.8280814039646387,-0.07187722991233879,0.2466338663019674,-0.8845421179550044,0.225632526663434,-0.48029455069354254,0.7783143776639379
0.2821922685812693,-2.214786055143524,-0.3920671653472076,0.27262600125235786,-0.45629508547950015,1.5842199756024864,-1.5101207008189288,1.505018496575711,-1.6324874772494664,-0.8159228126746996,-1.0634397580256811,-0.7057919246841088,1.2887704222079917,-0.8271472124856336,1.3058250530222464
0.1492758711625586,-1.5996378289511466,-0.8008736462921296,0.3699337234483793,0.05384471284461874,0.04392843795172527,0.3767296693671276,-0.9108063615614221,-1.3755132975430162,-0.14984387891563153,0.4218182881779738,0.4445752337408552,0.2533155729050893,0.07162999446325054,-0.42561446114856805
0.6060955453494834,0.21484096584992946,-0.2051662443320434,-0.2584266342054014,-0.25646646532691997,-0.2541953224217388,-0.6234125691070947,0.7769049502285312,0.37559864888860145,0.19996890561368044,-1.3751254007947875,-0.2881234239380196,-0.8157259637304782,-0.29547207238993445,0.4014238819444204
0.6625403329394027,0.4755476033860667,-0.46836872710895294,-0.04840745520560318,0.5317653114078045,0.14093711520672522,0.07394456431500136,0.09404757956873369,-1.2212540817261328,-0.1049666726666002,-0.5315503931361695,-0.619639374161629,-0.477820489691284,-0.04596446356188277,0.39645062039510265
0.9264756111658438,0.4156065643845026,0.641114697610341,-1.1697518929982016,1.0596120332463117,-1.5795808906288935,0.07687914090902873,0.4430032344987797,-0.26920555922006956,-0.6346115403087407,-0.5884367121913616,-0.29531385560672,-0.7787493421154768,0.13929815638224616,0.7044879762827823
