PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,label 1,label 2,label 3,label 4
1.113553536,-10.8983898,-0.605226277,-2.795973605,-3.101268515,0.963664796,2.005045131,-0.907195735,-0.671204425,0.115080712,-2.619988315,2.052443221,-1.589393475,-1.617304677,-0.074836431,-0.867861579,0.417556196,-0.578852926,-0.7738288,-0.772502095,-0.627008064,0.307039635,-0.368370089,1.073837643,-0.301494849,10,5,1,2
2.065962212,-9.682842628,1.22531859,-2.315929018,-1.999624124,-0.019369355,3.382471956,-0.917572144,0.764673832,-0.587927282,-2.683725425,0.409103141,1.208037122,-1.376905879,0.21844035,-0.204185479,1.053085916,0.181036833,0.974567815,0.871027345,-0.04290066,-0.633433835,-0.788235497,0.595178282,-0.498885114,10,5,2,2
-0.603655804,-12.65594592,1.765947236,-1.328117473,-1.890661472,6.077241849,-4.091537344,-0.550241059,0.398070766,-0.9572519,0.353758414,0.353960361,0.340973667,3.626540394,-0.719235099,-0.736447698,-1.99570799,0.631862244,0.178875977,0.778496856,-0.852327466,0.317041342,-1.445886008,-0.362500844,-0.686170764,10,5,3,2
-0.905634918,-16.64425054,-4.170530226,13.11127019,0.832714787,3.122592217,4.289613028,0.755478955,-1.600501989,1.308973877,-1.827667816,1.224000988,0.567371261,-0.559908477,5.205354316,2.149731827,-1.568839175,-0.294954764,1.447611296,-0.151707902,0.008607023,0.078522356,-0.62183125,-0.911791254,1.054794384,10,5,4,2
-0.687056148,-13.12669361,-3.034913168,7.347929653,2.501687072,1.402491336,4.617895036,-0.444916844,-2.868177906,1.051117995,-0.228753466,0.558270042,-0.667023124,0.001811925,1.661976872,0.618571755,-1.312149172,0.783238211,0.507733943,-1.071567929,0.745600193,-0.052485634,-0.630456822,0.18353871,0.044233713,10,5,5,2
-9.272546977,-6.000904325,0.574837707,0.040307849,-0.606298752,0.918273504,-2.899041523,-1.655072384,-2.31562568,1.759670396,-2.542280068,-0.069479394,1.044280755,0.018492633,1.146246427,-2.475768744,1.468002224,0.621989725,-0.779360908,-0.266682168,-0.8332446,0.386781864,-0.264498259,-0.260095477,0.789687398,11,1,1,2
-7.98351183,-4.991818711,1.997520265,-0.000727846,-0.401811761,1.63748108,-3.702930181,-6.326137058,-2.180025619,5.08874329,-2.904251677,-0.766007825,-0.915581135,0.809177692,1.319972086,-1.534239856,0.202238534,0.269902113,-0.365895095,-1.931599712,0.39616322,0.548451252,0.146042179,-0.879535775,-1.172535892,11,1,2,2
-7.174417713,-8.207695107,-13.84687867,-0.434806413,0.537924822,-6.076254128,-5.031267218,2.036467478,4.39146146,2.845501807,2.220372634,-2.059057659,0.22610382,-0.720155525,-0.548912918,1.163929925,0.595292264,0.513198414,-0.840373555,-0.57326257,1.130899333,0.880751487,-0.849296681,-0.38581834,0.019683264,11,1,3,2
-6.844208202,-6.623912862,-13.43901986,-0.787436093,-0.573307984,-6.078685874,-3.383797397,-0.507892511,4.033980137,0.945823004,1.569506059,-0.653085574,0.320094531,0.239178249,0.0936919,0.737882249,0.719816092,0.558138178,-0.167528471,-0.695122557,1.297465559,-0.709485904,1.219153734,-0.274096454,-0.264176938,11,1,4,2
-5.707151007,-5.423038759,-6.54884815,-1.221655131,-0.356522285,-3.466641204,-1.778652067,-3.125306418,1.121376647,2.707520088,-0.488949918,-0.931343025,-0.771684708,0.487314162,0.557379333,0.336577539,-0.5406554,-0.280041507,0.412032507,-1.016099961,0.674357896,-1.044249632,0.565850692,-0.794325935,-1.044581737,11,1,5,2
-6.636369902,-7.838645418,2.184571965,-0.287338955,-2.16563028,5.06118169,-7.310818932,-7.167069979,-1.935110618,2.657941013,0.746918618,1.352713861,2.504019746,1.898619946,1.21184882,-0.366571558,2.836691439,1.048776022,-1.23157728,-1.376131375,-1.161849919,0.017241528,0.998121106,-0.592597233,0.420311984,11,2,1,2
-6.911434411,-7.452291451,2.387782554,0.322284541,0.53737248,-0.223951247,-1.557882612,-1.242261434,-2.065908113,2.123326959,-2.411736017,0.31854149,1.32569327,-0.261361622,1.019221034,-1.609061774,1.433182384,1.207090558,-1.323489403,-0.360004493,1.033956366,-0.162700429,-0.356138344,0.366948176,0.226191545,11,2,2,2
3.372403836,2.414596677,-0.310216746,-0.043646517,-1.895544599,-2.070771007,-2.526279594,-0.089827391,-0.011109875,-4.955667915,2.895972619,0.787387759,-0.535924355,-1.618174641,-1.843099172,0.317116543,-0.859334484,-0.583902312,2.00826712,0.57908571,-0.461819497,1.191833463,-0.257735175,0.131451611,-0.450834803,11,2,3,2
5.358221665,1.911288217,-1.289716698,0.627489182,-1.017979364,-1.829873628,-3.897476378,-3.829196129,-2.866008597,-0.372761369,-0.329834844,-0.523567466,3.187642577,-0.76613783,-1.079653012,1.858196122,1.341421765,-0.893924539,2.140209254,-0.234773029,-0.744130723,0.80922418,0.948818265,-0.589628772,-1.538936806,11,2,4,2
4.70496715,1.632496432,-7.182545332,-3.99147875,-1.916267991,-6.671510422,-0.53396967,-3.729196911,2.872464392,0.179569073,6.094416248,-1.614391378,3.608943786,-0.690436639,0.030896143,-1.123444526,-1.491204781,-1.798360295,-0.257613345,-0.196189147,-1.084874626,-1.099676939,-1.116615275,-0.6123455,-0.803318034,11,2,5,2
2.019096299,-11.82311091,0.37729115,-0.719898105,-1.396190009,2.856704446,0.357901375,1.153429997,-1.381316921,2.782549116,-2.843549269,-0.791795931,2.215619131,-1.670932335,0.190958437,-0.373230688,0.039806895,0.09653601,1.930498866,0.307848488,-1.151915426,0.274735739,-0.148927736,-0.010555289,0.211245151,11,3,1,2
2.646858434,-10.41864852,1.724452064,0.15227951,0.544528352,2.517737849,1.305893117,1.92843181,0.919079354,2.859362743,-2.180470112,-1.06311926,-1.147084565,-1.580236988,1.504202011,-2.195664968,0.490231255,-0.692298081,1.320876925,-0.130652106,-0.865757217,-0.273408059,-0.573909786,0.847768938,0.036656981,11,3,2,2
2.2304947,-12.65063005,-11.36338042,-0.731638776,-1.305339629,-2.026306063,-2.438230024,2.20400691,2.721122236,2.455857362,-1.674961742,-1.872052767,-1.092516604,0.308700026,-0.220668303,0.680557915,0.333862379,-1.391625566,1.190985689,0.118486121,0.01727619,-0.691998722,0.555343586,-0.479109748,0.683559364,11,3,3,2
2.81228554,-14.30672951,-8.655377337,1.868001525,0.477283065,0.667021267,-3.252169436,4.646001277,2.754373791,3.426959152,-2.704234607,-1.390572784,-1.978113705,-0.100884493,-1.374637249,2.377076646,1.006684191,-1.306076455,0.771473093,-0.373960068,0.631017349,0.437847252,-0.738494885,0.586397613,0.334437884,11,3,4,2
3.765612258,-13.1480106,-8.615352339,0.000179279,-0.420589679,-0.340021783,-1.969809756,3.946193518,2.326128313,2.405679593,-2.012413784,-1.647094962,-0.647253126,-0.050484968,-0.099644003,0.994964176,0.757102333,-1.761306635,0.834082984,0.355042207,-0.568806441,-0.710195714,-0.277423984,-0.145096641,0.649879674,11,3,5,2
-2.689950022,6.186582171,0.276326445,1.937037629,-0.274015626,-1.676207163,-4.611118031,-2.043906135,-2.982879586,-2.412154899,1.459991851,0.962856357,1.627019778,0.836810888,-0.201817875,-0.71606148,1.770407456,-1.660060091,-0.459781982,-1.716064821,1.186368545,-1.194615369,-0.855359371,1.164832553,-0.392629793,11,4,1,2
-5.30309164,4.199636275,1.770011847,1.363827946,-2.110546978,3.011400247,-7.649915166,-4.077701689,-1.372138673,-3.29883624,4.141714892,1.69459768,1.274539099,3.24832984,0.579634908,-0.465226901,1.82943567,-1.040613272,0.090905864,-0.631442632,-0.483487397,-0.766234903,0.876580815,0.340160007,-0.238393545,11,4,2,2
-0.354264486,2.91004561,-11.97268038,-4.765462432,-1.802630694,-9.510718329,-2.902892376,-2.922429631,5.243373184,0.872138726,8.744281852,-1.769098861,3.795256877,-0.515065369,-1.478483726,-2.1778146,-1.801197125,-0.61909321,-0.141895379,-0.377608345,-1.093907262,0.708962621,-0.041267196,1.450477436,-0.019261622,11,4,3,2
-1.998872899,1.880092651,-7.463864818,0.111115461,0.500003788,-6.15801637,-3.68210513,-1.588901544,2.519784579,-1.780651251,3.781574929,0.833657375,1.17629583,1.200116554,-0.482267205,-1.184389075,0.206310041,-0.847369707,0.091300197,0.45899296,-0.368580508,0.525694582,0.620029261,0.437869621,-0.008229582,11,4,4,2
2.426473237,3.518986824,-1.460364588,1.634207341,-1.091041951,-0.577839514,-6.775363748,-3.361235694,-1.383503864,-2.392899713,1.585905383,1.558645623,0.541108079,1.408895727,-0.676241754,0.85484172,1.745190168,-2.203641745,1.172240792,0.335477793,-1.49499494,0.706139435,0.486806296,-0.13619878,-0.468920676,11,4,5,2
-4.442734711,3.887026928,-1.722463355,-0.704426607,-5.264818264,6.201235593,-0.199287274,2.47683374,0.011551901,-2.452082849,-0.897729838,-3.442346229,0.101090677,-1.655195748,-0.830005621,-0.560043348,-1.443189636,0.344209596,2.28848478,-1.171819757,-0.959381969,0.856034777,-0.07495438,0.806801187,-0.803581949,13,1,1,2
-4.382863966,4.661267372,-2.677011939,-1.496749219,-5.419165067,4.933980219,1.94915431,1.308067893,-0.48412821,-1.751258483,-0.728619887,-3.230429637,-0.609946087,-0.02647242,-0.240361494,-0.02185398,-2.320348979,-1.883170453,0.887196395,0.38317611,-0.066928289,-0.951608832,0.24144714,-0.232099011,0.051626167,13,1,2,2
-2.831809527,5.695165487,-8.657440033,-11.14625119,12.69628603,8.831016458,7.34594878,0.256942568,-1.990376678,0.987109241,1.390901446,-1.823496904,-0.773889446,0.598188103,-4.445389987,-1.088993715,1.38861993,-1.056562015,0.486161757,0.850498449,-0.040151304,-0.766782972,-0.395796175,-1.006519325,-0.310069037,13,1,3,2
-7.351212791,1.398280054,1.617528705,0.701102916,-6.610472702,12.5496015,-3.591374817,4.171955917,1.494639263,-5.588330566,5.052320764,-1.001806677,-0.320446265,3.482380103,0.184585495,0.43579443,-1.611987292,-0.613668754,0.751483292,0.809940462,-0.178869078,0.451884327,-0.69184575,-0.115210053,-0.521825424,13,1,4,2
-6.621425385,1.028434549,0.652906503,0.824745284,-5.442972503,11.42723182,-4.047004666,2.250217607,0.437398379,-2.94061116,3.010178068,-1.333829459,-0.306574211,2.813220462,0.968513337,0.124999687,-0.949744363,-1.33911976,0.676178022,0.329353617,-0.333967466,0.494486468,0.009973292,-0.212308973,-0.459930725,13,1,5,2
5.223054899,18.77970109,3.149802819,2.968006311,-1.899426878,1.377792381,2.836591373,-3.426857688,5.764990768,-3.99152432,1.796711462,-1.761845895,-1.22539089,0.98361538,2.087390856,-1.225582929,2.34304319,-1.469431152,-2.398757166,1.263823017,-0.669339794,-0.158350837,0.659050779,-1.775346194,0.127749191,13,2,1,2
5.342467066,19.18736286,6.188067092,6.299269126,1.115564738,2.308412734,-0.524736363,-3.35501609,3.879344809,-2.293253531,-0.060973162,-3.546002349,0.751594301,-0.289106638,-0.999219065,0.047661161,0.14265914,-0.458875146,-0.842610446,0.75242502,-0.260043845,2.548132678,0.806295715,-1.920854837,-0.750712306,13,2,2,2
10.25255538,20.11730552,-2.939268656,-19.55461886,6.510101454,0.929572651,-4.999628241,1.157796433,1.944968466,-3.446246938,-2.999169682,1.795887589,2.086104951,-1.942757164,7.098296679,2.55990344,-2.478798337,0.108205076,-1.228573558,-1.058490477,-0.500471705,0.832522517,-0.340712895,1.823377917,0.126099918,13,2,3,2
10.27392751,19.41248962,-2.042759578,-17.95593057,5.680348901,1.344368921,-5.397294601,1.504077137,2.616417904,-3.202524986,-3.731373971,1.717057002,2.78280089,-2.147839399,7.791701059,3.326279916,-2.826811969,-0.69859506,-1.749798898,0.495901365,-1.565767446,-0.04746986,1.073284454,1.79416752,0.08302895,13,2,4,2
9.820506784,17.59860172,-3.973870202,-10.25076788,3.003896495,1.883542413,-2.1420924,0.676805868,-0.330537933,-3.798193777,2.840900754,0.850247451,-0.020852483,-0.102414824,1.909770188,-0.313170744,1.045385487,0.228047634,-0.717765303,-1.06567617,1.409733041,-0.241890847,0.1968408,0.090041965,-0.197426308,13,2,5,2
-11.69891191,1.761328316,-3.487362867,-2.145763145,-5.578471028,1.828360774,-0.195197708,-2.608635034,-3.236086793,-1.548179929,-4.041945688,0.503640637,1.236608478,-2.824720194,-3.24353132,1.626793982,-2.844337158,-1.326879231,0.241653257,0.511383046,-0.822753429,-0.599212698,1.962975591,-1.204324743,-0.034880206,13,3,1,2
-11.4003658,3.12935454,0.475308474,-1.22602675,-4.411421326,4.984194874,1.660519695,-2.272141846,4.286319035,-0.705575839,0.607348539,-0.119250483,-2.110113913,0.52785229,2.490429681,-0.545430887,3.527565144,-0.923944269,0.374821802,-0.007520629,-1.261754835,-0.255466901,0.357916518,2.187060953,-1.1635811,13,3,2,2
-6.538353068,7.599486569,-6.795439768,-18.29228231,15.06155169,5.338179173,2.210467387,0.056080939,-0.798635329,-0.02919551,0.192543953,0.587656876,-0.276110725,0.235272911,-1.843326725,-0.328690144,1.028605473,-0.586008402,-0.25461815,0.665077006,0.228144223,-0.243789432,-0.553223256,-0.919499921,0.001582399,13,3,3,2
-6.63642258,7.174444336,-6.795756433,-18.61092727,14.21615883,5.353949228,2.500252763,-0.288584638,-1.497815933,-0.01899349,0.428012953,0.446999042,-0.68664783,0.889321604,-1.576369268,-0.479444355,0.803706402,0.474026495,0.873410012,-0.182206879,0.490674943,0.451414808,0.262108485,-0.475201039,0.2461897,13,3,4,2
-5.908347531,6.795550029,-4.349880278,-13.49615932,10.94875884,4.474315042,2.056317001,0.156657795,-1.075942477,0.184479456,-0.029730805,0.033249354,-0.899358982,0.603527358,-0.900362278,0.326718096,0.560369253,0.054830437,0.838515428,-0.539911892,0.565858179,0.677523509,0.536004673,-0.401306731,0.413641779,13,3,5,2
-7.358356879,3.539133179,-2.509051805,-3.099132654,-5.95206065,-2.062017924,-0.01175099,-4.395481283,-2.183685338,-5.301842518,-1.950893766,4.930316416,-0.047900783,-2.478696201,-4.091055707,1.01639408,-0.534651466,-2.136035202,-2.24358667,-0.025953548,-0.037688489,-0.79415281,-0.104135124,-0.207179078,1.336469998,13,4,1,2
-8.706833451,3.15535474,5.237351205,-1.44996495,-2.94202827,-2.201074004,4.60227603,-7.883307036,7.531055069,-1.004566764,-0.048722061,1.010321367,-1.412039235,3.341119777,0.766167992,3.182857672,1.990041367,-0.312467952,-0.579763048,0.513890132,0.551586967,-0.838953811,-1.240285942,-0.457219566,-0.27262023,13,4,2,2
-4.450805424,6.942312117,-1.099205913,-19.70951825,11.99014569,-0.071004852,-2.272708067,-0.504376639,0.766612673,-0.192244409,-1.601641313,3.311620295,1.013144403,0.990185523,1.496884088,1.43693171,-0.872484711,0.686077795,1.136641981,0.544533306,-1.15404021,-0.543622168,0.528156782,-0.660458928,0.300402934,13,4,3,2
-5.456236608,1.080363088,1.25304494,0.241557778,-3.645917891,0.471125785,-1.741518816,-0.797979605,2.465779027,-4.895928976,4.317370891,2.393016557,-1.903771999,0.263330595,-0.904441887,3.745899491,-0.317513985,0.293531574,0.009562875,-0.876920814,0.350247086,-0.770187983,-0.182846755,-0.901227002,0.630954556,13,4,4,2
-2.848334214,5.289832085,-1.01835829,-14.30183528,9.968115439,0.497823201,-1.953755651,-0.373568742,-0.007467849,-1.273979191,-1.550528719,3.130858078,0.813548209,-0.107266719,2.414663677,2.347950601,-0.479824376,0.492886529,0.228821713,-1.062041259,0.398093348,0.737597189,-0.649013688,0.286449837,0.596319817,13,4,5,2
-7.367315748,2.1050632,3.637907899,-1.295442894,-4.103063202,2.580069734,6.446504052,-3.7842133,5.938997859,-1.222813831,-2.931561812,-0.939252991,-0.256734673,0.126745678,0.279045081,-0.114585789,1.130659802,-0.781910992,0.076252895,-0.037888073,0.497326244,-0.21039581,-0.443476417,0.949876553,0.425520514,13,5,1,2
-8.159537563,1.206689599,-1.543835611,-2.903606766,-7.111275219,4.878439392,2.162123257,-1.672944588,1.370338056,-4.119957376,-1.070479302,0.982150044,-1.008177272,-0.770291528,-1.453018766,-0.442327451,-0.474684103,-0.732253715,-0.240774073,-0.834920837,0.507973509,-0.35438526,0.42710469,1.692050857,-0.286049932,13,5,2,2
-4.85102211,0.819751201,-0.986888239,-1.859192041,-5.241076391,5.031166475,-1.312026532,-1.741794318,1.107690406,-2.265853209,1.271801852,-1.362732996,-1.059973877,0.48940614,-1.439828888,3.099960478,-1.833275833,-0.629229972,0.287120771,-0.979460173,0.390760809,-0.254068179,0.376604068,-0.404490833,-0.767284354,13,5,3,2
-5.708417464,3.369707236,-7.920971854,-14.83548059,14.80459977,7.060099497,4.93843883,-0.172322786,-1.573351694,1.182412389,1.137937685,-0.090782156,-0.892070608,0.934992228,-3.565137137,-1.139307824,1.116261906,-0.50458603,0.16267116,0.625772988,0.498858708,-0.34922039,-0.899719622,-0.759773683,-0.009282037,13,5,4,2
-3.943239484,6.690077275,-6.388642307,-13.88114845,11.34629687,5.756796815,3.242980019,0.245221153,-1.3141495,0.355619703,0.359002667,-0.971256657,-0.745411267,0.578949141,-1.308862138,0.060862594,0.507296048,0.043183258,0.522055011,-0.721775075,0.478756933,0.584878347,0.272023349,-0.417758659,0.094158748,13,5,5,2
-7.512806381,-0.395121472,2.110136217,0.685294483,-2.254378195,3.804071333,-5.04927938,-1.110529375,-0.203377856,-2.573217601,3.24293781,1.895500834,0.966264889,2.071827211,0.852964128,-1.068711128,1.260191976,0.272050391,0.25923518,0.084198397,-0.500577163,-0.801625547,0.844977415,0.676659313,0.050223735,14,1,1,2
-6.749888829,0.123219213,0.767066722,0.393972407,-1.367445775,-0.351867926,-2.671758289,-1.044938314,-2.198707234,-1.404381928,-0.081812467,0.978318127,2.34396366,0.834597244,-0.74414794,-0.520182916,1.177975587,0.243980667,-0.564897878,-1.47887817,0.931441377,-1.471207524,-1.076924687,0.858747981,-0.205965658,14,1,2,2
-9.973138083,-9.270673102,-13.49292046,-1.641804657,0.309180223,-5.971762801,-3.742956666,1.623310934,5.735384175,4.251303894,2.852910892,-2.423705489,0.721566221,-0.702974747,-0.400225933,0.549849165,-0.643305016,1.246097199,-1.42812309,-0.257650929,0.802190644,0.319053665,-1.845500867,-0.45440869,0.139399393,14,1,3,2
-6.292959516,-3.915914921,-12.29711584,-1.022171473,-0.437515984,-5.749740871,-2.636887245,-1.506662584,4.668047944,0.925440994,2.433461147,-0.754880359,1.449469713,0.218590714,0.170966562,-0.230355877,0.105412097,0.473374875,-0.010344835,-0.501205482,0.853550603,-0.664384047,1.024027446,0.094487384,-0.041891183,14,1,4,2
-7.339337135,-6.041890343,0.698377313,1.95224298,-0.085234336,2.288280587,-5.059168351,-0.991309753,-1.673496234,1.749074264,-2.92523178,0.219770942,0.395233235,0.625194614,-0.329841571,0.342701321,1.154999034,0.600896666,0.127589192,0.509184753,-1.695291768,0.582832256,0.09125913,0.063125934,0.330991286,14,1,5,2
-12.06211628,-4.967061613,1.842384667,-0.318307836,-1.739719958,2.866470307,-3.328042219,-4.718262944,-1.676037009,3.422311133,-2.518487137,-0.660940377,-1.105136228,1.385008517,0.729336657,-1.602460163,-0.314758177,0.511134575,-0.647122465,-1.698090064,0.231970381,-0.1276101,-1.423769282,-0.778821595,-0.367623402,14,2,1,2
-11.8554734,-6.077026261,0.456069554,-0.08998792,-1.198496499,2.186907573,-3.023064682,-0.95062681,-3.002819897,2.258511526,-3.313955158,0.141180141,0.799576537,-1.081217206,0.405236485,-2.053631185,1.365899794,1.205674717,-0.29510767,-0.374885134,-1.308744106,0.808132311,-0.485544593,0.164898767,0.634795347,14,2,2,2
-9.1766357,-2.489266153,-1.233860362,-0.555683908,-2.791222823,-1.840402123,-3.225175859,2.295045158,0.459548297,0.50291729,1.908690377,0.651032971,-0.347540836,0.196436403,0.119602546,1.011669633,-1.214047442,0.14943436,-0.389914153,1.393115544,1.445887578,0.881756854,1.55719902,0.964000873,0.582253876,14,2,3,2
-11.07171887,-7.530838308,-5.714712224,2.226337638,0.424876993,-0.434883353,-3.584592332,1.709178239,1.106867466,1.443666733,-3.662199977,0.14215531,-0.841079156,1.492345406,-0.885930751,0.5493378,0.901478235,0.591489733,-0.6707066,0.939253131,0.234544441,0.447118568,0.846347376,0.077618762,0.826660659,14,2,4,2
