PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,label 1,label 2,label 3,label 4
-10.2780303,-5.00959333,-8.658377564,-6.357725866,-4.115098125,-6.157764102,0.301369651,-5.751312563,3.907586687,3.412223651,3.619854233,-1.521827415,2.070905094,0.260427505,1.043945644,-0.772420211,-3.086229574,0.261471069,-0.360498714,0.561397684,-1.374843638,-1.616068234,-0.5484686,-1.313678892,-0.599092993,14,2,5,2
-11.72749894,-4.081905656,1.162603915,0.102579356,-1.652970371,4.209090005,-3.194878492,1.017786737,-0.245414019,-0.49008602,0.077578369,0.870002665,-1.148640203,0.186567136,1.18456759,-3.580520243,-0.027782148,0.651103298,0.872191994,1.157113067,-1.440658654,0.648156327,-0.985073508,0.312165521,-0.002179847,14,3,1,2
-11.37217925,-5.16500268,2.053458228,0.521286459,-0.919583001,2.061264845,-2.278059852,-0.018548285,-1.417755656,1.763314541,-2.065915066,0.192468275,-0.961022503,2.123096839,0.546990219,-1.352962406,-1.154556555,0.517709322,-0.595996793,-0.988142949,0.339907656,-0.910559251,-1.808334593,-0.260795081,-0.499310525,14,3,2,2
-9.418013803,-3.360588519,-4.661683053,2.228842624,-0.121310912,0.781236878,-4.31690956,0.218219152,0.539130157,0.433992049,-3.149799297,-0.39306625,-1.5445316,1.468297701,-1.189247253,0.0775568,0.435989546,-1.015260233,-0.237421683,1.015201887,-0.234458264,0.403907503,1.030596422,-0.056665998,0.496273258,14,3,3,2
-10.45735169,-4.971978699,-0.110177353,2.825337597,0.496978662,2.627777315,-4.306884152,0.931134844,-0.717906216,1.950556169,-4.093268688,-0.220398749,-1.011113627,0.712569893,-1.011995796,0.152483044,1.054595691,-0.078435781,-0.121103448,1.167876796,-0.628546036,0.903617394,0.498082362,0.259808287,0.571686968,14,3,4,2
-8.822805081,-3.908188405,-0.6677439,0.383371433,-1.071512826,1.942261973,-4.18694906,-2.855926248,0.129063014,2.201895288,-3.043247157,-0.406190525,-1.105103947,1.531548864,0.848880833,-0.655280013,-0.129717934,-0.745152649,-0.020680809,0.810166291,-0.741825148,0.81471279,0.981073072,-0.79769749,-0.417658546,14,3,5,2
-10.12846018,-3.770258739,0.824548702,-0.02241983,-2.109216809,3.320732977,-2.403360056,-0.79963308,-1.160827817,1.440693627,-0.855770479,-0.397350745,0.517405331,1.264680814,0.80033288,-2.037384664,0.338844079,0.540791303,0.316997341,-1.165534985,-0.476603302,-0.369100731,0.158215795,0.52928048,0.242071981,14,4,1,2
-9.541217323,-2.75647444,0.761514048,0.160002042,-1.281761758,3.030690643,-1.479896751,1.492120463,-0.777935125,-0.445956603,-0.909375418,0.15443861,0.298041197,0.745997422,0.810391161,-2.111559694,0.158069748,-0.077139616,-0.354670284,0.741767017,-0.021214396,0.675970055,-0.158845286,0.736893699,-0.196462317,14,4,2,2
-9.169817959,-6.01532292,-15.12996643,-1.488406768,-0.993282209,-5.009289805,-3.18566778,1.167197519,6.960052743,3.123986278,2.260567332,-3.11140889,1.065973266,-0.079808668,-0.895812902,-0.243895839,-0.222512703,-0.048356128,-0.260117343,-0.128710109,0.205226817,0.644889428,0.685167038,0.68758685,0.787205274,14,4,3,2
-9.392466864,-7.732411854,-16.18195534,0.625360119,-0.649734576,-2.98233963,-4.166710852,4.275325677,4.816085222,4.151512099,-0.657196497,-2.677361496,-0.548828094,-0.805604933,-0.433048851,1.988644813,1.227930188,-2.215460841,0.086994873,0.403159076,0.590798216,-1.103279824,-0.858479682,-0.757517071,0.813549743,14,4,4,2
-8.247629987,-4.11469581,-1.484171458,-0.656000803,-1.881622771,-1.102991732,-0.153218172,1.112649159,0.112205587,1.269094437,-0.6828036,-1.140596149,0.092124686,1.288712735,-0.57123487,0.520781436,-2.292973975,-0.231429797,0.134715867,1.416019332,1.274919747,0.112737732,1.329314481,0.842580186,0.777815132,14,4,5,2
-10.59428981,-3.138500166,1.803463884,0.284959876,-1.453552906,2.583822493,-2.493143024,-0.970651601,-0.934297573,0.964044829,-0.613097883,-0.219655673,-0.280245215,1.944464576,0.934856447,-1.914213902,-0.195353966,0.353139646,-0.089723789,-0.969707372,-0.255722303,-0.371531148,-0.078686646,0.320350638,-0.210888138,14,5,1,2
-11.17785846,-4.754526202,-0.612604111,-0.499206929,-2.321826434,2.842284348,-1.865729197,-0.492067807,-1.187990644,1.459829971,-1.731041988,-0.762537393,0.607615975,-0.569999537,0.465615994,-1.588804797,0.611856957,0.478233251,0.717204688,-0.872291212,-0.916329636,-1.486404994,-0.816724698,0.432366879,0.238810079,14,5,2,2
-10.78912494,-7.012345955,-15.41784971,-0.573644303,-0.18160348,-4.851982309,-4.816247969,2.305294596,5.78492201,3.76720255,1.548832202,-2.887474263,0.106830211,-0.69361791,-0.703690941,0.813297762,0.336994783,0.118222596,-0.340579057,-0.261844556,1.053516894,1.116966814,-0.151199932,0.08084078,0.165283497,14,5,3,2
-9.346363022,-5.945969973,-4.714610291,2.445050878,0.252157405,0.377058434,-3.530582225,1.649768264,0.567647293,1.065432283,-3.704959229,-0.400186372,-1.072744545,1.462437486,-1.136974107,0.495583328,0.71837176,-0.161519568,-0.352369791,0.695353276,0.046936314,0.673241368,0.947153635,0.29341889,0.792198723,14,5,4,2
-9.832684739,-5.640324121,-5.430895485,-0.285085448,-0.830558573,-1.247022518,-0.900484181,-0.700863442,1.851079393,2.073251356,-2.643538392,-1.3654752,0.272762205,1.684643208,-0.043519047,-0.446086202,-0.381680594,0.349615095,0.326669684,0.091013405,-0.041150202,0.281293536,0.785040076,-0.253697138,0.079354953,14,5,5,2
-12.29755172,4.248451324,1.613910506,3.240986515,1.132003224,-7.92572845,3.206280759,5.357205149,-2.528916471,-2.781619999,-0.090592143,1.099399812,4.249177939,3.47662693,-1.365102943,2.31138954,1.646065062,3.360909227,0.661647035,-1.673528372,-0.934744254,-2.077837819,1.370053219,-0.204862967,1.108615191,6,1,1,1
-12.29701482,4.803854905,1.482323303,3.807121934,1.564678889,-6.261083556,0.704168557,3.64113751,-1.088974402,-1.780873796,0.948384725,2.508333877,1.49656182,1.499662384,0.899189219,1.065357942,1.523738393,2.12434464,-0.088455235,-0.449024721,-0.076751263,-1.011152058,0.067032042,0.218079841,-1.075176496,6,1,2,1
-0.945747591,9.571862353,15.34873602,6.140394573,5.152921371,-2.424155927,0.876830698,-6.128251726,8.281342208,-0.991880091,1.110794196,2.093004242,2.224091526,0.966033672,-0.569160512,-0.996636193,0.723767301,1.120309046,2.001227188,0.184667,1.61079908,-0.290678536,-0.312653636,0.511069638,1.042149142,6,1,3,1
1.042397524,9.370469494,11.54110471,8.788832947,7.023306212,-2.245157865,-4.54600364,0.506076658,-1.417004687,0.971333875,-0.148626752,2.0451335,1.198388848,-0.639764584,-1.71613411,0.116444923,-1.207383131,-0.48080016,1.546217668,-0.645439288,-0.854300405,-1.431346533,-0.150163301,0.735587048,-0.085079722,6,1,4,1
4.977452344,10.04412165,1.412003402,2.191751086,2.01534998,-7.459153661,-0.246220026,-4.120109055,-1.087611832,2.011908989,-1.409640578,2.314113682,0.260433127,0.634135399,0.152217608,-0.537084227,0.63141467,-2.775001366,2.958094651,0.752885855,-0.373996825,0.106903045,-0.345850975,0.489514199,1.776453414,6,1,5,1
26.41458605,-16.8768738,1.651396042,-0.94234096,0.653927827,-0.646622213,1.169113876,0.579582307,-0.353122739,-2.078722252,0.233726366,-0.550934324,0.523607241,0.416195497,-0.255277751,0.003990613,0.155473878,0.038570187,-0.290128112,-0.339870112,0.039856921,-0.042835047,0.153523179,-0.089115156,-0.096305731,6,2,1,1
26.51812292,-16.87249464,1.581214135,-1.07981676,0.657666537,-0.655409339,0.928174235,0.296585017,-0.310943844,-1.784027562,0.085913487,-0.451518469,0.416641564,0.282830579,-0.147971358,-0.130075397,0.132225547,-0.145334405,-0.336153388,-0.167471787,0.16499055,-0.060541267,0.224212576,-0.04806567,-0.169727675,6,2,2,1
26.50142604,-16.81205149,2.977282708,-0.487882969,1.308714165,0.205970474,0.349814799,0.010487816,-0.021486153,-1.478791748,0.283782196,-0.503926055,0.540062989,-0.118171945,-0.174112667,-0.207261054,-0.040340796,-0.119986599,-0.230953684,-0.137652549,-0.034055617,-0.128146845,0.290320818,-0.165705112,-0.116709715,6,2,3,1
26.35789708,-17.10504871,1.587308378,-1.111727624,0.611588132,-0.242540871,0.613912133,0.091471191,-0.206485493,-1.900098379,0.224558761,-0.331714553,0.450886286,0.135013838,-0.057982353,-0.332313785,0.430731658,-0.257648352,-0.373500359,0.027573787,-3.59E-06,0.12801917,0.1799981,-0.003966982,0.024652892,6,2,4,1
26.90900706,-16.89365064,1.596693253,-0.762858264,0.964506481,-0.337009731,0.772692407,-0.12223892,-0.256052533,-1.52755502,0.050856071,-0.343146182,-0.039164469,0.046299009,-0.048815469,-0.132545275,-0.096308594,-0.258266976,-0.213918002,-0.019516859,0.225198854,0.055844362,0.230427536,-0.099505729,-0.266651796,6,2,5,1
-4.4927269,13.94148297,-1.966735724,0.454775364,-6.25651666,5.439131877,5.474600891,8.119435188,0.133345123,-0.934752947,-0.695295483,-7.490569254,3.587671576,-1.93710819,-0.104958923,3.11457741,2.352347722,0.07020819,-0.443046719,-1.89436927,-1.560320127,-0.662385022,-0.251454937,-1.418871697,1.132127958,6,3,1,1
-5.963944056,12.58952498,-2.887107694,1.437068045,-3.577996153,4.433821288,6.258196501,8.825913543,0.80711757,-2.337490685,-3.016497063,-6.385567729,1.191056582,-0.215668991,0.189134348,-1.158688638,-0.078454524,-1.861835808,-1.556022471,-0.018876755,-0.884392357,-0.835339116,-0.32261338,0.442255388,0.59904755,6,3,2,1
-2.093176846,8.919529352,-1.911395865,-0.597591938,-4.763624325,2.107463774,8.785383686,3.344919463,2.580919004,-1.428195349,-4.047124807,-4.675972848,0.601441511,-0.322630729,0.801835588,-0.753767928,0.153618719,-1.044435809,0.178363152,0.728922243,0.952324041,-0.41036731,1.072838537,1.263402321,-0.902128375,6,3,3,1
0.989175926,10.65991443,5.925466778,-0.279963976,-4.693687492,6.230702567,9.316173223,-5.079014588,10.69194574,-2.342700413,-1.672167968,-5.298314691,0.590851415,0.511438874,1.467999684,-1.642833019,1.847127774,1.135237635,0.529606563,0.078224251,1.796763467,0.653118697,0.472425795,0.484505112,0.564801626,6,3,4,1
-0.581308146,8.566133607,0.174617125,2.679281321,-0.781882675,5.351447678,6.669758399,2.291494779,3.281195697,-0.477491293,-0.674606992,-5.604915973,1.263766402,-0.069107581,-0.08348226,-0.261881958,0.032582636,0.67123936,0.298745426,-0.508634555,-0.548840818,0.6327182,0.975107583,0.59320584,-0.050082386,6,3,5,1
9.690989529,17.74892163,-3.802573362,2.527249532,-0.301705869,-8.348744538,3.289712134,0.872065911,-2.326084458,-1.880985996,-1.839337902,-0.828965176,-0.349647727,3.535311812,-0.568977027,-1.947169028,-1.081852377,-2.177649927,0.543401032,0.203724303,0.109115011,0.672118834,-0.125712591,0.530613305,-0.012668393,6,4,1,1
8.510404811,17.04982541,-1.755725842,4.67401851,-1.972002967,-6.962647216,3.904344514,5.111080944,-2.472939869,-4.667129446,0.944478926,-1.343355494,2.256958885,3.490688702,-0.343656037,2.758741591,0.573835067,0.443946203,1.869352516,-3.441604328,-1.027406629,1.047992729,-1.529354667,-0.806739949,0.145060562,6,4,2,1
13.15672904,18.37173848,9.206675586,10.92067275,6.221302876,1.819014042,-4.525486476,1.958107682,-0.08979562,0.994272217,0.534984247,-0.999922301,0.731612167,-0.735256917,-1.948868637,0.652179931,-1.325839307,-1.841525817,0.452809393,0.02002521,-1.845695458,-1.354354615,-0.269402438,-0.015017112,-0.090343798,6,4,3,1
10.88988809,17.72341077,9.803385166,8.297047508,4.148927239,1.0481535,-1.740691664,-1.805441451,3.940650163,-1.163244715,1.038957564,-0.380926568,0.814413461,-0.848578294,-2.245886962,-0.337621012,-0.016190102,-0.315124528,0.315309857,-0.823505942,0.464396581,1.351558887,-0.751533574,0.941813067,0.086688422,6,4,4,1
12.88570948,16.30052474,-2.152608495,2.582386269,1.308240727,-3.409641604,-0.780497887,-2.235599185,-0.897570906,1.239715086,-0.768235531,0.644600308,-2.805926292,-0.183366955,1.167650951,1.471641518,-1.520428173,-2.802747429,1.486479111,0.004978027,0.251576687,1.295933317,-1.558642159,0.200431232,-1.392619317,6,4,5,1
22.90308326,25.75737982,-6.609678598,1.490232314,-1.854641596,-3.9071166,1.936504982,-2.831248605,-1.947558988,1.271005204,-2.318267616,-1.819756997,-3.537185239,3.120147244,0.937165099,-0.720779944,-3.229112839,1.290068681,0.781458973,-1.191365032,0.364521737,-0.940038246,-1.044735981,0.118112574,0.533371571,7,1,1,1
22.66958944,25.35675261,-6.817751208,1.265427059,-2.476903713,-2.398686953,0.509866317,-5.108725681,-2.049925151,3.230810416,-0.58143829,-1.613490101,-3.684196383,2.205490436,0.643079117,-0.561146505,-1.985797487,1.246237033,0.42763599,-0.93188095,0.945654733,-1.750559885,0.072086141,-0.780006906,-0.972275855,7,1,2,1
29.2342992,17.55122097,-11.032142,11.65261143,0.356752644,4.153542537,-9.187225411,7.623455507,-2.280236635,1.955570948,-2.472278001,-0.60184191,-5.433841103,0.834090996,-4.304730259,5.375789265,2.742451706,1.213615104,-1.497582995,0.726753827,-0.36254033,-0.181331085,-0.78615133,1.960546026,-0.62941308,7,1,3,1
28.89784507,18.34704654,-5.430927742,2.903667298,-3.497635819,2.020494474,-0.123271337,-7.379525036,0.503385056,4.877697314,-1.657937045,-0.05241338,-2.74414894,-0.561672259,0.790231211,-2.001679316,0.114502586,0.262770842,0.732025482,1.736782119,-0.124409188,0.353989294,-0.229330071,-0.356303956,1.086374123,7,1,4,1
30.5360447,15.79563659,-5.481067227,1.671257759,-4.364152571,3.342891262,-1.778422927,-6.161238022,-1.048911163,5.043095191,-1.346662977,-0.855076728,-0.440040043,1.064550738,0.573133537,-1.491587057,0.235895225,1.218170338,-0.007436992,0.979357646,-1.423008225,-0.281980613,-0.403553117,-0.45837031,1.965433146,7,1,5,1
3.507323801,23.45984794,-8.565473372,1.450004415,-3.884417398,-2.208151845,-2.657300936,-0.550056887,-7.028944882,-2.526459591,-1.130079123,-2.820952595,3.609407087,-4.623797369,0.100189944,-2.062585908,1.968069299,-0.711649539,0.293927014,0.626867322,2.027634644,0.618804294,-1.361789034,-0.678928772,-1.396383745,7,2,1,1
28.56650056,-20.71378294,2.096220247,-1.536561084,0.831355708,0.000199236,0.627016857,-0.063708735,-0.139458666,-1.605433638,0.179417329,-0.232989723,0.394951883,-0.036657636,-0.161754922,-0.146155069,0.120496245,-0.080211444,-0.294496009,-0.058416736,0.103596919,-0.016366756,0.122719772,-0.073210105,-0.071169069,7,2,2,1
28.56223352,-20.71834176,2.088315559,-1.541739381,0.829891345,0.00353482,0.632072338,-0.056454637,-0.143538505,-1.598145247,0.182226316,-0.232729449,0.396539959,-0.030345733,-0.161134103,-0.148986117,0.127994561,-0.070194936,-0.28107887,-0.053135772,0.109997321,-0.020957921,0.128237375,-0.07696351,-0.075767216,7,2,3,1
21.67576454,20.93101128,-5.228918492,3.284736799,-1.801246168,-3.422018093,2.295804371,-0.839435987,-0.676733691,1.17398267,0.043497361,-1.500989322,-0.551668052,0.26797088,-0.466227232,1.290549107,-0.041495594,1.187425492,0.978817132,0.414607056,1.141500993,-0.928293197,0.934668902,0.545520297,-0.636055331,7,2,4,1
28.56393075,-20.7181674,2.086621701,-1.545736079,0.82938923,-0.000901753,0.631118934,-0.062181705,-0.13162903,-1.603384146,0.189596026,-0.233557315,0.393120443,-0.039951472,-0.160862699,-0.141764229,0.118577263,-0.079826802,-0.288746819,-0.057678841,0.104710793,-0.023320028,0.128552629,-0.067031465,-0.073678953,7,2,5,1
10.1561737,24.70826055,-9.343769732,2.760555081,-4.776174636,-0.084046698,-5.30911677,0.51802293,-7.377934539,-4.139290537,0.777079517,-0.730430135,2.25119949,-4.406166335,-0.878351376,-4.738472088,0.104934274,0.431105344,-1.151050507,0.192440289,1.399183875,1.843225972,1.193551316,-1.27999638,2.032639744,7,3,1,1
28.56330908,-20.70954107,2.098674967,-1.542619362,0.835895624,-0.000405147,0.636698083,-0.071689469,-0.138421259,-1.601509919,0.187985487,-0.23620075,0.397081459,-0.034290408,-0.158574137,-0.146861871,0.115246479,-0.071085507,-0.279622493,-0.056944421,0.107050529,-0.023749462,0.123338022,-0.068693179,-0.078847102,7,3,2,1
28.56412212,-20.71708966,2.095028709,-1.53427026,0.831646318,-0.002660521,0.632215586,-0.068951827,-0.144228801,-1.600621582,0.187546979,-0.232149782,0.390584233,-0.037556619,-0.155698364,-0.150151051,0.119392338,-0.083268002,-0.286644291,-0.054919846,0.109252423,-0.021275435,0.126823758,-0.071771554,-0.077355054,7,3,3,1
27.22284582,21.24558301,-4.298067733,3.488550513,-1.575417423,0.726327754,-1.031892926,-1.000319711,-1.163206654,1.94096274,-1.725266275,-0.921596856,-1.208033476,1.11659515,0.535246502,0.97757222,-0.958798081,2.229482696,-0.275741442,0.997618226,-0.239603218,-0.698147777,0.615018931,1.046243144,0.586930131,7,3,4,1
28.55594442,-20.71620752,2.105536351,-1.547795653,0.836119041,0.009916884,0.634117848,-0.063572433,-0.142477045,-1.605047716,0.181788025,-0.230143363,0.386543767,-0.031580134,-0.161437052,-0.152755798,0.118942228,-0.076788584,-0.282997991,-0.053462345,0.10759549,-0.01192207,0.125628513,-0.062794916,-0.08162652,7,3,5,1
14.97007621,28.6377405,-9.432152667,0.916388577,-7.741175208,-0.223292114,-0.656568505,-1.397743546,-3.92247295,-4.558257679,1.478022529,0.155480353,1.651775578,-2.211331382,-0.561928895,0.391537058,1.881706319,1.838490217,-2.128174464,1.80920075,-0.277197714,-0.993631864,-0.066575982,-1.252173929,-1.290027081,7,4,1,1
28.57096249,-20.7118977,2.094301336,-1.544239162,0.830185925,0.00270897,0.630252085,-0.063002977,-0.139869857,-1.59907462,0.186518207,-0.235035078,0.400249356,-0.035781664,-0.162625181,-0.143304923,0.123673434,-0.078194679,-0.286419206,-0.062586333,0.104307104,-0.018638854,0.127810062,-0.067310718,-0.07387307,7,4,2,1
28.56245426,-20.71896713,2.091121959,-1.548227643,0.83558753,-0.001267823,0.636756484,-0.064635054,-0.138326163,-1.603343981,0.183153781,-0.226874663,0.391624139,-0.036601957,-0.162923015,-0.149276935,0.118083269,-0.080423317,-0.284437237,-0.061959579,0.098950048,-0.022809621,0.13069115,-0.071201609,-0.078139024,7,4,3,1
32.95216752,22.43697992,-8.24839992,2.225910018,-2.220747051,2.966776475,-1.130311539,-1.563387428,-1.63910685,3.617249268,-1.077968753,-0.81283111,-2.181009204,0.829960447,1.257734487,1.452756641,0.022000103,4.963240809,-1.436095867,1.174931296,-0.513213382,0.171700189,-0.902753495,0.083058151,0.481551281,7,4,4,1
28.56038689,-20.71648294,2.091453933,-1.540722007,0.836799252,-0.004977429,0.627002394,-0.067536466,-0.143106395,-1.608940462,0.183314978,-0.232159326,0.393181102,-0.034700009,-0.167197524,-0.140629634,0.118120789,-0.081439573,-0.278465067,-0.052425722,0.106244165,-0.022548107,0.130664538,-0.071971601,-0.07872345,7,4,5,1
19.11883233,19.06595991,-5.515690839,2.653589853,-8.265865579,5.424583327,9.861690503,8.897629114,7.238093714,10.08930805,0.268407739,16.06973174,0.226093249,2.832192584,-1.571236564,-3.136792628,-1.160256675,-2.664669016,-3.684295514,-3.41276786,-1.129837414,1.881159772,1.043775306,-1.220756261,-0.805219915,7,5,1,1
28.55649377,-20.70776302,2.095767313,-1.551598965,0.838099567,0.00125694,0.633482689,-0.067879618,-0.146623728,-1.602794538,0.187131433,-0.240649962,0.394300059,-0.032650995,-0.164174,-0.142910915,0.11663191,-0.084612951,-0.281328245,-0.054599333,0.106103504,-0.01647727,0.12050082,-0.074226563,-0.07862149,7,5,2,1
28.56149061,-20.72032139,2.099240869,-1.541011604,0.830518252,0.002543299,0.629521054,-0.05777464,-0.147151431,-1.607826581,0.186609102,-0.232202862,0.395970558,-0.037871978,-0.155871173,-0.14447685,0.120792089,-0.080444294,-0.283156893,-0.062855774,0.111674309,-0.021678973,0.12857647,-0.073534354,-0.0781351,7,5,3,1
21.68397591,12.38955967,-6.154383734,2.072524769,-8.909660694,12.35591638,2.757561744,7.05436563,4.005736616,10.13835294,2.932683843,10.67050668,7.98662795,-2.286432212,-0.570167077,0.119219086,1.127352856,0.932266554,4.402427113,1.999965562,2.055136328,-1.273559409,-0.14049349,0.296601447,-0.168628685,7,5,4,1
28.56225906,-20.7128301,2.100349695,-1.539195813,0.830807926,3.68E-05,0.625224071,-0.06795593,-0.137517883,-1.600589869,0.178112629,-0.236311669,0.389315078,-0.035195328,-0.161348694,-0.152919219,0.119282697,-0.077794782,-0.288113579,-0.060189706,0.10046,-0.02371272,0.126956998,-0.068431932,-0.077982465,7,5,5,1
-6.414591076,-0.901649928,2.699984758,1.732470522,2.183867529,-6.741593624,0.942078547,1.870794884,-1.837916634,0.028200515,-2.27027707,2.205184413,1.175561771,1.639708778,0.545562552,-0.544356539,0.569047195,0.602496337,-1.007526011,1.833092941,0.84313908,0.843322176,0.739122092,0.204549581,0.562512837,8,1,1,1
-6.939356597,-0.240798374,2.693641678,2.128838625,1.59673763,-8.035978751,2.636690656,4.487950499,-1.914587538,-0.415666872,-2.194525249,1.278499644,1.629469964,2.141558154,0.253505921,1.883286453,-0.135142319,1.850697186,0.608132307,0.174115949,-0.111329599,1.426537254,0.220501322,-0.598110322,-0.648835197,8,1,2,1
-0.144795412,8.036333241,14.06739764,10.72065355,9.006434693,-0.380624023,-5.42352357,0.211524319,2.280219967,1.257584025,-0.205253341,1.296573998,0.062720801,-1.226892078,-2.889040393,2.166699854,-0.551473588,-0.317352784,-0.336597112,-0.792062689,-0.071992075,1.777250099,-1.539529393,0.632413944,-0.63679233,8,1,3,1
-0.958599622,5.204194711,1.167996209,0.609379026,0.613088455,-10.44889788,2.799081517,-2.118649751,-1.247652216,-1.929282154,-3.416366121,3.085988863,-1.015817225,1.837049267,-0.912057356,-0.973763135,-0.585213869,-1.543861655,1.426329984,1.341812115,0.172625532,0.329589716,-1.089862535,0.562568317,0.549831399,8,1,4,1
0.129088607,5.568634516,2.095525053,0.869608486,1.722206148,-9.389282661,1.627982979,-2.114224591,-0.879173827,-0.476642283,-2.005586583,3.133697048,0.004800139,1.459380646,-0.04470587,-0.547992294,0.513798752,-1.663206094,1.727510265,1.338313222,-0.059682885,0.491702773,-0.256149938,0.60393967,1.63166959,8,1,5,1
-10.14555051,-5.013631557,3.185028379,0.94207253,1.621513747,-3.25069822,0.669294588,3.120400667,-0.667772572,1.524881503,-2.176481457,1.031457831,0.863712145,-0.630615817,1.076695171,0.612012431,0.129175815,1.960952566,-0.89456307,1.76833652,0.295259703,0.227205146,-0.996160108,-1.514932851,-1.666039922,8,2,1,1
-11.22813891,-5.467375508,2.301124789,0.402484442,1.232563773,-2.128735359,1.662623184,2.973194673,0.260152118,1.469584331,-1.098793416,1.971620822,0.868983285,-1.28468818,1.482087036,0.696847201,0.406341828,0.713196111,-1.255071458,3.724197533,-0.08001303,-0.303472621,-0.535409287,-1.256969244,-1.033890609,8,2,2,1
-3.302511856,5.595720968,15.13242656,8.898910759,7.708003909,0.650550749,-2.485862356,-1.497756162,3.954485714,0.5642811,-1.505253821,0.091099757,1.369543688,-1.353352226,-2.32836125,-0.000144925,-0.660947228,0.864787156,-0.584991962,0.16456757,0.899115823,-0.501044316,0.851395463,0.698440881,0.376226168,8,2,3,1
-5.840331798,0.706900922,1.634757894,1.249617487,2.048970211,-5.76493816,0.787312003,3.286662117,-0.7022677,-1.602620743,-1.540120441,1.621750511,-0.417397538,-0.091223955,0.63414262,-2.051810204,0.40744639,-0.749190447,-0.036147025,2.399428457,-0.417776815,-0.202698334,-1.77749246,-0.591237333,-0.616821463,8,2,4,1
-1.620537391,4.402588805,4.828164035,6.01347838,5.812131994,0.108260053,-5.808667975,2.412640888,-1.60141936,1.256554077,0.475080842,1.422545265,-1.150441821,-1.84722495,-0.952172653,0.802635105,0.891131468,-1.962447833,-0.372397024,1.20578662,-0.186990743,-1.440906346,0.752608041,0.245037386,-0.978614156,8,2,5,1
-6.88201396,4.107331946,0.699341675,1.839572385,1.510510115,-3.809073681,0.203881731,3.912773727,-1.566248963,-1.558974392,-2.049544161,-0.656051978,0.116715237,0.42165747,1.433795459,-3.302744284,1.387594749,-0.664865552,-0.400462139,0.876827943,-0.155349333,0.770695544,0.140069435,0.107448756,-1.194288308,8,3,1,1
-6.39038567,4.10052146,0.598699001,1.633806953,1.147919436,-4.155061429,0.820020822,3.073533815,-1.368100944,-1.434282433,-2.334808937,-0.545300205,-0.172319568,0.802009896,1.368587006,-2.752528732,0.646286021,-1.045001597,-0.52156098,1.210687644,0.110945269,0.871088159,0.522664551,0.050675907,-1.273100444,8,3,2,1
-2.997411472,5.717326251,9.441700088,7.841695778,6.748617271,0.608013851,-3.485354093,2.29952055,0.771932006,1.163804855,-0.979111553,-1.313162812,-0.243852814,-1.238448638,-1.481624537,-0.078824622,-1.020135794,-0.353245687,-1.054059873,-0.517980501,-0.424514782,-1.241625345,0.775054495,0.627041092,-0.176572828,8,3,3,1
-0.049055929,8.716385001,14.22958234,8.30106069,6.678803053,1.764559536,-1.012140503,-1.240694998,5.394100977,0.320817453,0.051697303,-1.982882395,0.881165394,-1.04318998,-1.547108057,0.709238054,-0.883575772,-0.022720224,-1.022481117,-1.290522074,0.867086961,2.034902787,-1.143745599,-0.622879867,-0.629619544,8,3,4,1
-4.920330485,1.630599902,0.727873496,0.744775537,0.591488487,-5.603078824,3.796813277,4.833852949,-2.369055786,-3.386660586,-2.645787003,-1.325023997,3.017462734,2.80944948,-1.081638273,-2.058097884,1.083788616,0.736404196,-0.377787989,-1.697497072,-0.995938773,-0.396373441,-1.039932858,0.151685995,2.093690076,8,3,5,1
-7.402554731,-0.220066566,1.815610359,1.111078947,1.259720975,-6.814141221,4.933472575,4.17990744,-1.216934935,0.070826108,-5.123292778,-1.268421064,-0.312794043,4.492863925,-0.416527082,-0.676684289,-2.958430926,0.260280955,-0.200175234,0.112741998,0.510553244,-0.118348354,1.173249838,0.057125386,-1.421893516,8,4,1,1
-8.141737488,-1.291332036,1.682587767,2.095562163,1.560169931,-2.587847809,0.631222727,4.129431509,-1.474914552,0.189941505,-1.50720737,0.25464442,0.516290506,-1.029781741,1.986882501,-0.717224373,1.330185022,0.644657299,-0.446942574,0.401243525,1.242514084,-0.673746506,0.068498412,0.175378274,-1.682427798,8,4,2,1
-2.863925482,4.422845138,14.92272578,6.729615153,6.877654454,1.6977941,0.423340266,-0.872941529,5.07495325,1.293567956,0.161864305,-1.923075114,1.680446445,-0.689082286,1.004623238,-1.356079918,-1.295683802,0.247106401,-0.360509513,0.363307324,-0.377725459,-0.926575525,-0.200217417,-1.923222609,0.455654002,8,4,3,1
-3.189537771,4.454864277,15.52120627,7.703791564,6.935722183,1.531687026,-0.07939702,-2.114668384,5.956975585,0.560803423,-1.277392265,-1.027498033,1.707160056,-0.664352369,-1.136374039,-0.905492803,-0.690680594,0.842694124,-0.629188343,-0.017405522,1.304476807,-0.03299365,0.884243047,0.301988202,0.649177595,8,4,4,1
-3.417688758,2.325295302,12.62546317,9.285145076,8.275033503,2.166617175,-2.648416184,2.113886503,0.944603556,2.946803268,-1.190743219,-1.766744994,0.652902358,-1.865742327,-0.886180599,0.832356224,-1.056648289,-0.754835607,-2.078150575,0.48825676,-0.619564542,-0.948170554,-0.131868917,-0.430611229,0.639011471,8,4,5,1
